domain,aplication,version,accounts,MAU,HYAU,posts
video.colibris-outilslibres.org,peertube,6.1.0,7,1,4,18990
cinema.yunohost.support,peertube,6.1.0,7,0,1,37
video.retroedge.tech,peertube,5.2.1,7,3,5,1096
tube.xn--baw-joa.social,peertube,6.0.3,7,1,4,132
peertube.anzui.dev,peertube,6.3.0,7,1,4,12948
video.omada.cafe,peertube,6.0.3,7,1,7,118411
video.taboulisme.com,peertube,6.1.0,7,1,2,118435
videos.rights.ninja,peertube,6.2.1,7,0,2,2361
peertube.dk,peertube,6.3.0,7,1,7,50405
sfba.video,peertube,6.1.0,7,0,5,47
mytube.madzel.de,peertube,6.3.0,7,1,2,16185
tube.plaf.fr,peertube,6.2.1,7,0,2,60
video.triplea.fr,peertube,6.3.0,7,2,2,4407
peertube.euskarabildua.eus,peertube,6.2.1,7,0,3,2278
video.rlp-media.de,peertube,6.0.2,7,1,5,21
peertube.tata.casa,peertube,6.0.3,7,2,2,28
video.fhtagn.org,peertube,5.0.1,7,2,2,72222
videos.lyricaltokarev.com,peertube,6.1.0,7,3,6,19889
widemus.de,peertube,6.0.1,7,1,6,1691
peertube.aukfood.net,peertube,6.2.0,7,0,1,234
peertube.meditationsteps.org,peertube,6.2.1,7,6,6,1
tube.erzbistum-hamburg.de,peertube,6.1.0,7,1,4,7
peertube.lagvoid.com,peertube,5.0.0,7,1,1,280
media.nolog.cz,peertube,6.1.0,7,0,2,20
videotube.duckdns.org,peertube,5.2.1,7,1,1,0
tube.koweb.fr,peertube,6.2.1,7,0,1,64
video.firehawk-systems.com,peertube,5.2.1,7,1,3,6
play.mittdata.se,peertube,4.2.0,7,0,0,5
video.software-fuer-engagierte.de,peertube,5.2.0,7,0,1,35
peertube.busana.lu,peertube,5.2.1,7,1,1,5
stream.biovisata.lt,peertube,5.2.0,7,1,1,16
video.digisprong.be,peertube,6.2.0,7,1,1,35
betamax.donotsta.re,peertube,6.0.0,7,0,3,7
rotortube.jancokock.me,peertube,6.1.0,7,3,4,37
video.stuve-bamberg.de,peertube,6.0.3,7,1,5,3
peertube.touhoppai.moe,peertube,6.2.0,6,0,3,163
tube.shela.nu,peertube,4.0.0,6,0,0,609
peertube3.cpy.re,peertube,6.3.0,6,1,1,22583
videos.miolo.org,peertube,5.1.0,6,0,3,10716
avantwhatever.xyz,peertube,6.1.0,6,1,1,3
tube.gayfr.online,peertube,6.3.0,6,2,5,27751
peertube.swrs.net,peertube,6.1.0,6,0,2,103
tube.lubakiagenda.net,peertube,6.2.1,6,1,1,106
video.resolutions.it,peertube,6.1.0,6,1,2,11408
framatube.org,peertube,6.3.0,6,1,3,17764
tube.arthack.nz,peertube,5.1.0,6,1,1,379
media.krashboyz.org,peertube,6.2.1,6,1,2,32436
bimbo.video,peertube,6.2.1,6,1,1,12663
tube.hoga.fr,peertube,6.0.4,6,2,2,36579
peertube.opencloud.lu,peertube,6.1.0,6,1,2,1633
peertube.dair-institute.org,peertube,6.2.1,6,2,3,64
videomensoif.ynh.fr,peertube,6.2.1,6,6,6,64980
peertube.fenarinarsa.com,peertube,6.0.3,6,4,5,1925
video.thepolarbear.co.uk,peertube,6.1.0,6,4,5,2893
tube.croustifed.net,peertube,6.1.0,6,2,5,90
video.libreti.net,peertube,5.2.0,6,1,2,435
onair.sbs,peertube,6.3.0,6,3,5,63
peertube.kx.studio,peertube,5.2.1,6,0,1,101
tube.cyano.at,peertube,6.1.0,6,1,3,11234
tube.opportunis.me,peertube,6.1.0,6,0,0,3535
www.tuyhung.com,peertube,6.2.1,6,0,4,10509
tube.raccoon.quest,peertube,6.3.0,6,5,6,10705
tube.gi-it.de,peertube,6.2.1,6,0,2,1
videos.ubuntu-paris.org,peertube,3.0.1,6,0,0,251
tube.oisux.org,peertube,4.3.0,6,0,1,20
video.innovationhub-act.org,peertube,6.1.0,6,1,5,1050
tube.geekyboo.net,peertube,6.3.0,6,0,3,0
replay.jres.org,peertube,4.2.2,6,0,0,184
tube.dembased.xyz,peertube,6.2.1,6,2,3,11189
videos.ritimo.org,peertube,6.0.4,6,3,3,156
peertube.vapronva.pw,peertube,6.3.0-rc.1,6,3,4,67
ovaltube.codinglab.ch,peertube,4.1.1,6,3,3,1
tv.based.quest,peertube,5.1.0,6,1,3,8
videos.npo.city,peertube,3.2.0,6,0,0,379
peertube.festnoz.de,peertube,6.2.1,6,2,3,54
videos.lemouvementassociatif-pdl.org,peertube,6.0.4,6,0,2,671
peertube.logilab.fr,peertube,6.1.0,6,0,3,13
video.fuss.bz.it,peertube,5.0.1,6,0,3,153
tube.systest.eu,peertube,3.4.1,6,0,0,171
periscope.numenaute.org,peertube,6.3.0,6,2,2,8
tvox.ru,peertube,3.0.1,6,1,2,77
video.graine-pdl.org,peertube,6.0.4,6,1,2,164
peertube3.cpy.re:443,peertube,6.3.0,6,1,1,22588
video.mttv.it,peertube,6.2.1,6,1,2,53
video.licentia.net,peertube,5.1.0,6,0,2,375
peertube.giz.berlin,peertube,6.2.1,6,2,3,106
www.vev.su,peertube,6.2.1,6,2,2,246
yuitobe.wikiwiki.li,peertube,6.2.1,6,1,4,16
videos.hilariouschaos.com,peertube,6.1.0,6,1,2,81
peertube.eqver.se,peertube,6.3.0,6,3,3,2
peertubecz.duckdns.org,peertube,6.3.0,6,2,5,9444
tube.helpsolve.org,peertube,6.2.0,6,3,3,558
video.logansimic.com,peertube,6.2.1,6,5,5,14
video.blender.org,peertube,5.0.0,5,1,1,1043
nethack.tv,peertube,5.2.0,5,0,0,10276
tube.area404.cloud,peertube,6.1.0,5,2,3,30024
video.genky.duckdns.org,peertube,6.2.0,5,1,3,225
ptb.lunarviews.net,peertube,6.2.1,5,2,3,89067
videos.hardcoredevs.com,peertube,6.0.1,5,1,2,47
video.hacklab.fi,peertube,6.3.0,5,0,1,9903
live.libratoi.org,peertube,6.2.1,5,1,2,803
tv.gravitons.org,peertube,6.3.0,5,1,1,29172
theater.ethernia.net,peertube,6.1.0,5,2,3,870
tube.xd0.de,peertube,4.2.2,5,0,0,151850
video.passageenseine.fr,peertube,6.2.1,5,0,3,421
peertube.jackbot.fr,peertube,6.0.3,5,2,4,33848
peertube.satoshishop.de,peertube,6.3.0,5,2,3,136401
video.windfluechter.org,peertube,6.2.0,5,0,0,3566
canal.facil.services,peertube,6.0.3,5,0,1,698
vid.pretok.tv,peertube,6.0.2,5,1,2,76
peertube.sensin.eu,peertube,6.2.0,5,1,2,1075
peertube.designersethiques.org,peertube,6.2.1,5,2,4,126
tube.sekretaerbaer.net,peertube,6.2.1,5,2,4,19198
media.privacyinternational.org,peertube,6.2.1,5,1,3,180
tube.foxarmy.org,peertube,6.2.1,5,3,4,320256
peertube.paring.moe,peertube,6.2.1,5,1,2,6
crank.recoil.org,peertube,6.2.1,5,2,2,289
peertube.gaialabs.ch,peertube,3.4.0,5,1,1,1361
videos.librescrum.org,peertube,6.2.0,5,1,2,13
faf.watch,peertube,6.0.2,5,0,1,56
stream.gigaohm.bio,peertube,6.2.0,5,4,5,352
vdo.unvanquished.greboca.com,peertube,6.2.1,5,2,4,85
videos.pkutalk.com,peertube,6.0.4,5,2,3,24
v.posm.gay,peertube,6.0.3,5,1,2,19030
tube.communia.org,peertube,6.1.0,5,1,2,19
retvrn.tv,peertube,6.1.0,5,2,3,552
video.catgirl.biz,peertube,6.3.0,5,2,2,218
annex.fedimovie.com,peertube,6.3.0,5,1,1,0
stream.k-prod.fr,peertube,6.2.0,5,3,4,496
video.cats-home.net,peertube,6.3.0,5,1,1,98
tube.nieuwwestbrabant.nl,peertube,5.2.1,5,0,0,4
tube.whytheyfight.com,peertube,5.0.1,5,0,2,46
tube.ksl-bmx.de,peertube,2.2.0,5,null,null,99920
video.bilecik.edu.tr,peertube,5.2.1,5,1,1,76
tinsley.video,peertube,6.2.1,5,1,2,57
videos-passages.huma-num.fr,peertube,6.0.4,5,2,3,217
terakoya-backstage.com,peertube,6.0.4,5,1,3,93
tube.unif.app,peertube,6.1.0,5,0,3,30
tube.chaoszone.tv,peertube,4.0.0,5,0,0,2
tube.unkonvention.de,peertube,6.2.1,5,4,4,127
live.codinglab.ch,peertube,5.2.0,5,0,1,3217
peertube.securitymadein.lu,peertube,5.2.1,5,0,0,114
tube.nestor.coop,peertube,6.0.3,5,0,2,39
tube.bitwaves.de,peertube,6.2.1,5,2,2,7
v.kyaru.xyz,peertube,6.3.0,5,2,2,1
tube.dddug.in,peertube,5.0.1,5,1,1,19
pt.rikkalab.net,peertube,6.1.0,5,4,5,13
tube.aetherial.xyz,peertube,3.1.0,5,0,1,17
peertube.cloud68.co,peertube,6.2.1,5,1,1,75
video.mxsrv.de,peertube,5.1.0,5,1,2,87
ds106.tv,peertube,5.2.1,5,0,1,271
tube.dev.displ.eu,peertube,6.1.0,5,1,2,38
movies.metricsmaster.eu,peertube,5.2.1,5,1,1,3206
lakupatukka.tunk.org,peertube,6.0.3,5,0,5,1
neshweb.tv,peertube,6.1.0,5,1,2,135
pon.tv,peertube,6.2.1,5,1,2,81
videoteca.ibict.br,peertube,6.1.0,5,2,3,20
peertube.tspu.edu.ru,peertube,6.3.0,5,3,3,47
video.europalestine.com,peertube,6.2.0,5,5,5,165
gaya.vision,peertube,6.2.1,5,1,3,82
peertube.nashitut.ru,peertube,6.2.1,5,5,5,61
video.cartoon-aa.xyz,peertube,6.2.1,5,1,2,4
wacha.punks.cc,peertube,4.0.0,5,2,4,53
vids.plan9.rocks,peertube,5.0.1,5,1,1,85
video.livecchi.cloud,peertube,6.3.0,5,1,2,59
tube.statyvka.org.ua,peertube,6.2.1,5,2,2,0
subscribeto.me,peertube,6.0.3,4,1,2,559
video.publicspaces.net,peertube,6.3.0,4,2,2,143
video.xmpp-it.net,peertube,6.2.1,4,4,4,2065
quebec1.freediverse.com,peertube,6.3.0,4,1,2,208981
tube.org.il,peertube,6.1.0,4,0,0,1670
peertube.marud.fr,peertube,6.2.0,4,3,4,3511
tube.trax.im,peertube,6.2.0,4,1,2,390
webtv.vandoeuvre.net,peertube,6.2.1,4,3,4,66
peertube.bubuit.net,peertube,5.2.1,4,2,3,625468
h3h3.club,peertube,5.2.0,4,0,1,612
tubo.novababilonia.me,peertube,6.2.1,4,0,2,447
tube.flokinet.is,peertube,6.0.3,4,0,0,1239
videos.tcit.fr,peertube,6.3.0,4,1,1,8703
video.pronkiewicz.pl,peertube,6.2.1,4,1,4,12
vids.tekdmn.me,peertube,6.2.1,4,1,1,69404
tube.lacaveatonton.ovh,peertube,6.3.0,4,1,1,47091
tube.misskey.gg,peertube,6.0.4,4,1,4,3276
vamzdis.group.lt,peertube,6.2.1,4,0,2,21505
fotogramas.politicaconciencia.org,peertube,5.1.0,4,0,1,205
video.lqdn.fr,peertube,6.2.1,4,1,2,791
play.dfri.se,peertube,6.0.3,4,0,0,14
peertube.helvetet.eu,peertube,6.3.0,4,1,1,78874
fightforinfo.com,peertube,6.2.1,4,1,1,6574
peertube.chtisurel.net,peertube,6.2.1,4,1,1,48635
pirtube.calut.fr,peertube,6.2.1,4,0,0,4215
peertube.r5c3.fr,peertube,5.2.0,4,0,0,16659
peertube.kaleidos.net,peertube,6.2.0,4,1,3,66
peertube.wtfayla.net,peertube,5.2.1,4,0,2,503485
peertube.bubbletea.dev,peertube,6.3.0,4,1,2,506
pete.warpnine.de,peertube,6.3.0,4,0,1,0
peertube.pcservice46.fr,peertube,6.3.0,4,2,2,6398
p.nintendojo.fr,peertube,6.3.0,4,1,2,181
videos.shendrick.net,peertube,6.2.1,4,1,4,35374
vods.juni.tube,peertube,5.2.0,4,0,0,56
tube.hamakor.org.il,peertube,5.1.0,4,0,0,368
peertube.viviers-fibre.net,peertube,2.4.0,4,null,null,1246
tube.mediasculp.com,peertube,6.1.0,4,1,2,7234
video.writeas.org,peertube,2.0.0,4,null,null,167
wur.pm,peertube,6.0.3,4,0,1,92
po0.online,peertube,5.2.1,4,1,1,111924
peer.mrschneeball.xyz,peertube,6.3.0,4,4,4,46
peertube.vhack.eu,peertube,6.0.4,4,1,3,4
vdo.greboca.com,peertube,6.2.1,4,2,3,4218
mediathek.rzgierskopp.de,peertube,6.3.0,4,3,3,235
tv.santic-zombie.ru,peertube,5.1.0,4,2,3,600
peertube.dsmouse.net,peertube,6.0.3,4,0,1,1742
videos.aadtp.be,peertube,6.2.1,4,2,2,4913
tube.kdy.ch,peertube,6.1.0,4,0,1,7727
tube4.apolut.net,peertube,6.2.1,4,2,2,2473
www.piratentube.de,peertube,5.2.1,4,1,1,66
media.notfunk.radio,peertube,5.2.1,4,0,1,34
video.abraum.de,peertube,6.3.0,4,2,2,7
peertube.ecologie.bzh,peertube,6.2.1,4,1,2,260
peertube.semperpax.com,peertube,6.0.3,4,1,1,16
videos.funkwhale.audio,peertube,5.2.1,4,0,0,16
videos.adhocmusic.com,peertube,6.3.0,4,2,3,239
video.pullopen.xyz,peertube,6.2.1,4,1,2,20
videos.cloudron.io,peertube,6.3.0,4,0,1,15
viditube.site,peertube,6.3.0,4,3,3,13
peertube.easter.fr,peertube,6.3.0,4,1,4,1439
videos.conferences-gesticulees.net,peertube,6.0.3,4,2,3,191
video.gyt.is,peertube,6.3.0,4,1,1,9
veedeo.sncft.com.tn,peertube,6.2.1,4,1,2,117
video.millironx.com,peertube,5.2.0,4,0,1,17
video.bards.online,peertube,6.1.0,4,1,4,5
peertube.semweb.pro,peertube,6.1.0,4,0,1,56
dalliance.network,peertube,6.3.0,4,0,3,39442
video.ploss-ra.fr,peertube,6.2.1,4,3,3,42
tv.anarchy.bg,peertube,5.0.1,4,0,1,21
peertube.musicstudio.pro,peertube,6.2.1,4,1,2,40
videos.laliguepaysdelaloire.org,peertube,6.0.4,4,0,1,902
video.extremelycorporate.ca,peertube,6.2.0,4,0,1,17
video.violoncello.ch,peertube,6.2.0,4,1,2,17
tube.childrenshealthdefense.eu,peertube,5.2.0,4,1,2,1301
video.mobile-adenum.fr,peertube,6.1.0,4,0,2,13
stream.rlp-media.de,peertube,6.0.2,4,0,1,22
videos.webcoaches.net,peertube,6.3.0,4,2,3,34
maindreieck-tv.de,peertube,2.4.0,4,null,null,4489
fontube.fr,peertube,4.2.1,4,1,1,302
bideoteka.eus,peertube,6.2.1,4,1,4,1030
peertube.axiom-paca.g1.lu,peertube,6.1.0,4,1,2,8
tube.ghk-academy.info,peertube,6.3.0,4,2,4,247
peertube.luga.at,peertube,6.3.0,4,0,1,93
tube.int5.net,peertube,6.3.0,4,1,2,14
private.fedimovie.com,peertube,6.3.0,4,3,3,0
videos.stadtfabrikanten.org,peertube,6.3.0,4,1,3,183
tube.ponsonaille.fr,peertube,4.3.0,4,1,1,6
video.lono.space,peertube,6.2.1,4,2,2,40
tube.lokad.com,peertube,3.1.0,4,1,1,278
peertube.solidev.net,peertube,5.2.1,4,2,4,3
dreiecksnebel.alex-detsch.de,peertube,6.1.0,4,0,1,57
peertube.ohioskates.com,peertube,2.3.0,4,null,null,40
video.codefor.de,peertube,4.1.1,4,0,0,8
video.ut0pia.org,peertube,5.1.0,4,0,0,17
video.cnnumerique.fr,peertube,6.2.1,4,0,2,35
videos.wikilibriste.fr,peertube,4.3.0,4,0,0,8
peertube.cube4fun.net,peertube,6.1.0,4,0,3,21
foubtube.com,peertube,4.3.1,4,0,0,0
play-my.video,peertube,6.3.0,4,1,1,9
peertube.thefediverse.net,peertube,4.3.1,4,1,1,2
video.sharebright.net,peertube,5.0.1,4,2,3,12
tube.freeit247.eu,peertube,6.2.1,4,1,2,0
video.laraffinerie.re,peertube,6.0.0,4,0,0,33
praxis.tube,peertube,5.2.0,4,1,2,42
v.blustery.day,peertube,6.2.1,4,0,3,4
tube.ukcolumn.org,peertube,5.2.1,4,0,0,1862
video.nluug.nl,peertube,6.0.4,4,0,4,3
video.fnordkollektiv.de,peertube,6.2.1,4,0,1,11
peertube.zvcdn.de,peertube,6.3.0,4,0,0,0
yumeka.live,peertube,6.3.0-rc.1,4,2,2,7
videos.tuist.io,peertube,6.3.0,4,1,4,7
pt.fourthievesvinegar.org,peertube,5.1.0,4,0,2,53
telegenic.talesofmy.life,peertube,6.2.1,4,2,3,4
tube.me.jon-e.net,peertube,6.0.2,3,1,1,27
peertube.naln1.ca,peertube,6.1.0,3,1,1,4233
fedi.video,peertube,6.1.0,3,3,3,16700
tube.nx-pod.de,peertube,6.3.0,3,2,3,19120
peertube.keazilla.net,peertube,5.2.1,3,0,0,32724
video.xorp.hu,peertube,6.3.0,3,1,1,53
videos.im.allmendenetz.de,peertube,6.1.0,3,3,3,8455
podlibre.video,peertube,3.2.0,3,0,1,18
tube.tylerdavis.xyz,peertube,4.3.0,3,0,1,5604
peertube.gargantia.fr,peertube,6.3.0,3,2,2,10556
sc07.tv,peertube,6.0.4,3,1,3,1773
video.mondoweiss.net,peertube,6.1.0,3,2,3,89
tv.dyne.org,peertube,6.2.1,3,1,3,11739
jupiter.tube,peertube,5.0.1,3,0,1,36
videos.tfcconnection.org,peertube,3.1.0,3,0,1,270
peertube.eticadigital.eu,peertube,6.2.1,3,2,2,9
video.1146.nohost.me,peertube,6.0.4,3,1,1,101
studios.racer159.com,peertube,5.0.1,3,0,0,22161
vid.fossdle.org,peertube,6.2.0,3,0,1,3
tube.buchstoa-tv.at,peertube,5.0.1,3,1,1,153
peertube.gidikroon.eu,peertube,4.2.2,3,0,1,4600
video.coales.co,peertube,3.4.0,3,0,1,15333
viste.pt,peertube,5.0.1,3,0,1,39
nanawel-peertube.dyndns.org,peertube,6.2.0,3,1,2,14003
videos.idiocy.xyz,peertube,6.1.0,3,1,3,26861
video.ellijaymakerspace.org,peertube,6.0.3,3,0,0,4235
peertube.nogafam.fr,peertube,6.3.0,3,2,2,6593
peertube.dynlinux.io,peertube,4.3.0,3,0,1,46382
irrsinn.video,peertube,6.2.0,3,1,2,28439
videos.utsukta.org,peertube,6.3.0,3,1,2,29226
videos.mykdeen.com,peertube,6.0.2,3,1,2,46
bee-tube.fr,peertube,6.3.0,3,2,2,4286
tube.balamb.fr,peertube,6.2.1,3,0,2,28696
peertube-us.howlround.com,peertube,6.2.1,3,1,2,0
foss.video,peertube,6.2.1,3,2,2,1899
tube.okcinfo.news,peertube,6.2.1,3,1,1,32
area51.media,peertube,6.2.1,3,1,1,20586
videos.rampin.org,peertube,6.1.0,3,0,1,9
video.ipng.ch,peertube,6.2.1,3,1,1,9445
tube.anufrij.de,peertube,6.2.1,3,1,1,44
peertube.tmp.rcp.tf,peertube,5.2.1,3,0,0,607451
videos.openmandriva.org,peertube,6.0.3,3,0,0,547
neon.cybre.stream,peertube,6.0.4,3,1,2,16101
vid.y-y.li,peertube,6.0.3,3,0,1,3442
peertube.winscloud.net,peertube,6.2.0,3,1,3,17
peertube.jussak.net,peertube,6.2.1,3,2,3,17688
petu.hypogea.org,peertube,6.0.3,3,1,3,9961
peertube.chantierlibre.org,peertube,6.2.0,3,0,1,7806
tube.rfc1149.net,peertube,6.2.0,3,0,1,15581
video.off-investigation.fr,peertube,6.2.1,3,0,2,1334
vidz.dou.bet,peertube,6.1.0,3,0,1,31918
peertube.mygaia.org,peertube,6.3.0,3,0,1,186683
tube.nuxnik.com,peertube,6.1.0,3,0,0,8365
peertube.noiz.co.za,peertube,6.2.0,3,3,3,902
video.echirolles.fr,peertube,6.2.0,3,2,2,199
tweoo.com,peertube,5.2.0,3,3,3,51772
friprogramvarusyndikatet.tv,peertube,6.3.0,3,1,3,23630
freedom.fossfarmers.company,peertube,6.2.1,3,2,2,112
streamarchive.manicphase.me,peertube,6.0.3,3,1,1,58
pt.pube.tk,peertube,6.1.0,3,1,1,85519
peertube.cloud.nerdraum.de,peertube,6.2.1,3,1,2,5987
peer.acidfog.com,peertube,6.3.0,3,3,3,21
video.nesven.eu,peertube,6.3.0,3,0,2,2868
tube.kotur.org,peertube,6.2.0,3,0,1,44
video.fedi.bzh,peertube,6.2.0,3,0,2,11
videos.explain-it.org,peertube,6.3.0,3,1,1,44
peertube.zmuuf.org,peertube,5.2.1,3,1,1,18829
peertube.elforcer.ru,peertube,6.3.0,3,2,2,54972
peertube.bildung-ekhn.de,peertube,6.3.0,3,1,1,143
tube.postblue.info,peertube,6.3.0,3,1,1,7369
peertube.asp.krakow.pl,peertube,6.2.1,3,2,2,746
tube.kotocoop.org,peertube,6.3.0,3,0,3,5456
starlink.p2ptube.us,peertube,6.3.0,3,2,3,142672
videos.gamercast.net,peertube,6.2.1,3,1,1,359
tube.trender.net.au,peertube,6.1.0,3,0,3,2
apathy.tv,peertube,6.2.1,3,1,1,705
peertube.ti-fr.com,peertube,6.2.1,3,0,1,20
peertube.taxinachtegel.de,peertube,3.3.0,3,0,0,3
v.mbius.io,peertube,6.1.0,3,0,3,4
tube.troopers.agency,peertube,3.4.1,3,0,0,17
video.veloma.org,peertube,2.3.0,3,null,null,1696
video.fission.social,peertube,6.2.1,3,1,2,73
video.wszystkoconajwazniejsze.pl,peertube,4.1.1,3,1,1,211
bitforged.stream,peertube,6.0.2,3,2,2,3
video.motoreitaliacarlonegri.it,peertube,6.2.1,3,2,2,418
tube.nilsu.org,peertube,4.1.1,3,0,1,84
video.lolihouse.top,peertube,6.1.0,3,0,3,7
kiwi.froggirl.club,peertube,6.1.0,3,0,1,4
tube.solidcharity.net,peertube,6.2.1,3,0,1,5
tv.cuates.net,peertube,6.2.0,3,1,3,20
peertube.hyperfreedom.org,peertube,4.3.0,3,0,0,0
peertube.kcore.org,peertube,6.1.0,3,0,0,14
video.linc.systems,peertube,6.2.1,3,3,3,37
peertube-docker.cpy.re,peertube,6.3.0,3,1,1,18
videovortex.tv,peertube,6.3.0,3,1,2,64234
videos.capas.se,peertube,6.2.1,3,0,1,0
peer.philoxweb.be,peertube,6.2.1,3,1,1,35
peertube.dryusdan.fr,peertube,6.3.0,3,1,2,15
tube.lucie-philou.com,peertube,6.0.3,3,0,1,0
peertube.familleboisteau.fr,peertube,6.1.0,3,0,0,3
video.lacalligramme.fr,peertube,6.2.1,3,2,2,17
video.alicia.ne.jp,peertube,6.2.1,3,0,3,3
peertube.louisematic.site,peertube,6.0.3,3,0,0,122
phoenixproject.group,peertube,6.2.1,3,2,3,47022
evilfactorylabs.social,peertube,6.3.0,3,2,3,196
tube.alado.space,peertube,6.1.0,3,1,2,14
peertube.chaunchy.com,peertube,5.2.1,3,0,1,3337
feditubo.labaudric.net,peertube,6.2.1,3,2,3,17
video.gemeinde-pflanzen.net,peertube,6.2.1,3,1,1,22
tube.dnet.one,peertube,6.0.4,3,0,1,15
peertube.br0.fr,peertube,6.2.1,3,2,2,0
peertube.imaag.de,peertube,6.2.1,3,1,3,33
p.efg-ober-ramstadt.de,peertube,6.2.1,3,3,3,7
peertube.minetestserver.ru,peertube,6.2.1,3,1,1,37
peertube.rlp.schule,peertube,6.2.1,3,0,0,13
peertube.adresse.data.gouv.fr,peertube,4.3.1,3,1,1,7
videos.koumoul.com,peertube,4.2.2,3,0,0,68
video.oh14.de,peertube,6.3.0,3,1,1,4
videos.archigny.net,peertube,5.2.0,3,0,0,336
pt.oax.rhizomatica.org,peertube,4.3.0,3,2,3,9
peertube.concordia.social,peertube,6.2.1,3,2,2,15535
peertube.atilla.org,peertube,3.0.1,3,0,2,56
peertube.freespeech.club,peertube,6.2.0,3,0,1,1
archive.nocopyrightintended.tv,peertube,3.3.0,3,0,2,542
go3.site,peertube,5.2.1,3,1,2,95406
videoarchive.wawax.info,peertube,6.2.1,3,0,1,855
pt.sfunk1x.com,peertube,6.2.0,3,0,2,26
exo.tube,peertube,4.3.1,3,1,1,1067
media.curious.bio,peertube,6.0.4,3,0,1,28
video.olisti.co,peertube,5.2.1,3,0,1,45
tube.source.news,peertube,3.4.0,3,1,1,3221
peertube.miguelcr.me,peertube,4.2.2,3,0,0,49
peertube.ichigo.everydayimshuflin.com,peertube,6.2.1,3,2,2,560
birkeundnymphe.de,peertube,4.2.2,3,0,0,25
biblion.refchat.net,peertube,3.1.0,3,0,0,157
peertube.habets.house,peertube,6.3.0,3,1,1,0
videos.b4tech.org,peertube,5.0.1,3,0,0,48
videos.hauspie.fr,peertube,6.2.1,3,0,1,0
media.gzevd.de,peertube,6.2.1,3,1,2,151
video.amiga-ng.org,peertube,6.2.1,3,1,1,119
peertube.artica.center,peertube,2.3.0,3,null,null,22
lucarne.balsamine.be,peertube,6.1.0,3,0,0,48
peertube.020.pl,peertube,2.4.0,3,null,null,170
video.mugoreve.fr,peertube,2.1.1,3,null,null,28
v.koa.im,peertube,4.3.1,3,0,0,0
tube.revertron.com,peertube,6.0.4,3,1,1,139
tube.dianaband.info,peertube,2.4.0,3,null,null,115
video.fox-romka.ru,peertube,6.2.1,3,1,2,114
peertube-eu.howlround.com,peertube,6.2.1,3,1,3,0
stream.vrse.be,peertube,6.0.3,3,0,0,6
www.mypeer.tube,peertube,5.2.0,3,0,0,1
tube.ttk.is,peertube,4.3.1,3,0,1,4
video.lanceurs-alerte.fr,peertube,4.1.1,3,0,1,64
videos.courat.fr,peertube,6.0.3,3,0,2,97
videos.cbjp.fr,peertube,6.3.0,3,1,3,39
peertube.init-c.de,peertube,5.0.0,3,0,1,23
ballhaus.media,peertube,6.0.2,3,0,1,13
peertube.podverse.fm,peertube,6.2.1,3,0,0,59
video.qutic.com,peertube,5.0.1,3,3,3,9
peertube.apse-asso.fr,peertube,2.1.1,3,null,null,35
biblioteca.theowlclub.net,peertube,5.0.1,3,0,0,17
av.t3ou4.com,peertube,6.2.1,3,0,1,9
watch.jimmydore.com,peertube,6.0.3,3,1,1,0
peertube.swiecanski.eu,peertube,6.2.1,3,2,3,7
video.icic.law,peertube,5.1.0,3,2,2,258
peertube.labeuropereunion.eu,peertube,5.2.0,3,0,1,13
woodland.video,peertube,6.2.0,3,1,2,8
video.foofus.com,peertube,5.2.1,3,1,1,8
video.silex.me,peertube,5.2.1,3,1,1,13
peertube.scd31.com,peertube,6.1.0,3,1,3,11
videos.hopstudio.fr,peertube,5.2.1,3,0,1,8
video.baka-no-laboratory.com,peertube,6.2.1,3,1,2,68
peertube.ra.no,peertube,6.2.1,3,3,3,172
peertube.csparker.co.uk,peertube,6.3.0,3,2,2,16
furries.tube,peertube,6.0.2,3,0,0,5
peertube.physfluids.fr,peertube,6.1.0,3,1,3,2
crypsi.site,peertube,6.1.0,3,0,2,10
peertube.raphaelstichting.org,peertube,5.2.0,3,0,0,37
navistream.tv,peertube,6.2.1,3,1,2,0
pt.hexor.cy,peertube,6.0.2,3,0,3,2
tube.tilera.xyz,peertube,6.0.4,3,1,3,236
videos.spriet.online,peertube,6.2.0,3,1,3,0
peertube.funkfeuer.at,peertube,6.2.1,3,0,3,95
www.birkeundnymphe.de,peertube,4.2.2,3,0,0,25
onlytube.live,peertube,5.2.1,3,3,3,2
tube.novg.net,peertube,6.3.0,3,1,2,18
video.lhed.fr,peertube,6.0.3,3,0,1,1
peertube.parenti.net,peertube,6.3.0,3,3,3,759
peertube.gravitywell.xyz,peertube,6.3.0,3,3,3,6141
peertube.metalbanana.net,peertube,6.3.0,3,1,2,6420
videos.espitallier.net,peertube,6.1.0,3,1,2,9838
stream.elven.pw,peertube,6.0.4,3,0,1,3
video.fiskur.ru,peertube,6.2.1,3,0,1,7
mevideo.host,peertube,6.3.0,3,2,3,12
mediatube.fermalo.fr,peertube,5.2.0,3,0,0,3
tux-edu.tv,peertube,6.3.0,2,2,2,48
peertube.doesstuff.social,peertube,6.3.0,2,2,2,113
peertube.desmu.fr,peertube,6.2.1,2,1,1,212
pt.freedomwolf.cc,peertube,6.2.1,2,1,1,1307
tinkerbetter.tube,peertube,6.1.0,2,1,1,10267
video.lemediatv.fr,peertube,6.2.1,2,1,2,3143
video.chasmcity.net,peertube,6.3.0,2,0,1,29321
