domain,apli,version,users,am,ahy,posts ,
set.wordperf.com,mastodon,4.2.0,2 ,1 ,1 ,341 ,
mastodon.trabus322.eu,mastodon,4.1.2,2 ,1 ,3 ,0 ,
social.housesmith.dev,mastodon,4.1.3,2 ,1 ,2 ,89 ,
m.astodon.app,mastodon,4.0.2,4 ,1 ,2 ,30 ,
social.labriks.com,mastodon,4.0.2,2 ,1 ,2 ,0 ,
toot.drownthewitch.com,mastodon,4.2.0,1 ,1 ,1 ,17 ,
awesomein.space,mastodon,4.0.2,2 ,1 ,2 ,5 ,
mastodon.washdcmail.com,mastodon,4.2.0,1 ,1 ,1 ,0 ,
social.dskofgrn.xyz,pleroma,2.5.4,5 ,0 ,2 ,42 ,
calckey.jbesse.info,firefish,1.0.5-dev7,5 ,3 ,3 ,433 ,
mastodon.kaiserflur.de,mastodon,4.1.2,2 ,1 ,1 ,376 ,
mastodon.murphnet.uk,mastodon,4.1.4,1 ,1 ,1 ,0 ,
grammus.net,mastodon,4.2.0,2 ,1 ,2 ,89 ,
tlv.cool,mastodon,4.2.0,2 ,2 ,2 ,292 ,
mastodon-blablalinux.be,mastodon,4.1.4,2 ,1 ,2 ,159 ,
labview.social,mastodon,4.1.4,14 ,3 ,5 ,115 ,
gameswithcode.net,mastodon,4.2.0,1 ,1 ,1 ,1 ,
vtgcomp.com,mastodon,4.1.4,1 ,0 ,1 ,3 ,
peerlea.eu.org,pleroma,2.4.5-2-gd8e32646,1 ,null,null,3 ,
selea.se,gotosocial,0.11.1 git-c7a46e0,1 ,null,null,636 ,
sabbeln.social,mastodon,4.2.0-rc2,2 ,1 ,1 ,51 ,
lllsecurity.com,mastodon,4.1.4,2 ,0 ,1 ,1 ,
minimal.social,mastodon,4.1.6,3 ,1 ,1 ,6 ,
mastodon.bgzashtita.es,mastodon,4.3.0-alpha.0,5 ,1 ,2 ,1707 ,
m.nobelpunk.de,mastodon,4.0.2,2 ,1 ,1 ,6 ,
skaegabe.dk,mastodon,4.0.2,1 ,1 ,1 ,318 ,
fanboys.social,mastodon,4.2.0,3 ,2 ,3 ,465 ,
mastodon.darksheep.social,mastodon,4.0.2,8 ,3 ,4 ,108 ,
con.tar.mx,mastodon,4.0.2,18 ,3 ,6 ,9118 ,
social.korhonen.cc,misskey,2023.9.3,2 ,null,null,59 ,
mastodon.zevs.me,mastodon,4.2.0,13 ,4 ,7 ,127 ,
0v0.ch,mastodon,4.1.4,1 ,1 ,1 ,40 ,
social.ibrokemy.computer,mastodon,4.1.6,1 ,1 ,1 ,17 ,
social.froghat.ca,mastodon,3.4.6,7 ,1 ,1 ,633 ,
keybiscayne.social,mastodon,4.2.0,9 ,0 ,1 ,35 ,
buttsex.restaurant,mastodon,4.1.5,3 ,3 ,3 ,252 ,
social.synergetic-design.com,mastodon,4.2.0,1 ,1 ,1 ,502 ,
mstnf.com,mastodon,4.1.4,62 ,5 ,14 ,290 ,
mastodon.pu2ttz.app.br,mastodon,4.2.0,1 ,1 ,1 ,3 ,
twit.dispersio.us,mastodon,3.4.4,1 ,1 ,1 ,86 ,
maguire.social,mastodon,4.2.0,2 ,1 ,1 ,15 ,
hal.ai,mastodon,4.2.0,7 ,1 ,2 ,75 ,
social.hnws.me,mastodon,4.2.0,9 ,6 ,8 ,465 ,
mastodon.myacs.com,mastodon,4.0.2,3 ,1 ,2 ,7 ,
dnsimple.social,mastodon,4.1.3,11 ,5 ,7 ,313 ,
macro.town,firefish,1.0.5-dev12,10 ,2 ,8 ,4234 ,
mstd.onl,mastodon,4.2.0,1 ,1 ,1 ,463 ,
activitypub.agates.io,pleroma,2.5.51-297-g9310274c.develop+soapbox,2 ,1 ,2 ,708 ,
social.br0ken.de,mastodon,4.1.3,2 ,0 ,1 ,2 ,
fortunaexmachina.com,mastodon,4.2.0,1 ,1 ,1 ,22 ,
inclusion.click,mastodon,4.2.0,4 ,3 ,5 ,11 ,
scalie.eu,mastodon,4.2.0,3 ,2 ,3 ,14 ,
mostlychris.net,mastodon,4.1.4,3 ,1 ,1 ,64 ,
social.abxy.fr,mastodon,4.1.4,2 ,0 ,2 ,26 ,
v64.net,pleroma,2.5.4,1 ,1 ,1 ,126 ,
goodste.in,mastodon,4.2.0,1 ,1 ,1 ,4 ,
jis.work,mastodon,4.2.0,3 ,0 ,1 ,9 ,
social.pxtech.systems,mastodon,4.2.0,1 ,1 ,1 ,85 ,
social.adeptor.ru,mastodon,4.1.6,2 ,2 ,2 ,67 ,
umet.us,mastodon,4.0.2,12 ,1 ,2 ,832 ,
mastodon.boris.syncloud.it,mastodon,4.1.2,1 ,1 ,1 ,5 ,
heystory.net,mastodon,4.1.7,2 ,1 ,1 ,51 ,
holzer.social,mastodon,4.2.0,1 ,1 ,1 ,358 ,
zweibruecken.social,mastodon,4.2.0,3 ,2 ,3 ,462 ,
cerebro.social,mastodon,4.0.2,2 ,0 ,2 ,0 ,
electricglen.com,mastodon,4.1.4,1 ,1 ,1 ,65 ,
mastodon.minesco.ch,mastodon,3.3.0,7 ,1 ,6 ,1 ,
masto.fediverse.be,mastodon,4.1.4,1 ,1 ,1 ,112 ,
toots.janl.eu,mastodon,4.0.2,1 ,0 ,1 ,0 ,
disperfected.com,mastodon,4.0.2,1 ,0 ,1 ,0 ,
kolkra.be,firefish,1.0.3,3 ,1 ,2 ,901 ,
claes.social,mastodon,4.2.0,1 ,1 ,1 ,27 ,
social.kimberlychase.com,mastodon,4.2.0,1 ,1 ,1 ,4 ,
swinden.social,mastodon,4.1.6,1 ,1 ,1 ,206 ,
mymicro.blog,mastodon,3.5.3,5 ,2 ,2 ,141 ,
mastodon.adrienlacombe.me,mastodon,4.1.9,4 ,1 ,3 ,41424 ,
n00b.fr,mastodon,4.2.0,1 ,1 ,1 ,16 ,
pouet.pt,mastodon,4.2.0,1 ,1 ,1 ,238 ,
null.ptr.fm,mastodon,4.2.0,2 ,1 ,1 ,79 ,
mastodon.kaelig.ovh,mastodon,4.2.0,4 ,1 ,2 ,171 ,
spaeth.social,mastodon,4.2.0,1 ,1 ,1 ,46 ,
social.myexp.de,mastodon,4.2.0,3 ,2 ,2 ,8 ,
misskey.invr.chat,misskey,13.14.2,13 ,null,null,283 ,
mastodon.sonsofliberty.red,mastodon,4.1.6,1 ,1 ,1 ,15 ,
rodina-sucha.cz,mastodon,4.2.0,1 ,1 ,1 ,2261 ,
social.web-wi.de,mastodon,4.2.0,1 ,0 ,2 ,0 ,
mokomi.social,mastodon,4.2.0,1 ,0 ,1 ,40 ,
mast.tess.nz,mastodon,4.1.5,2 ,2 ,2 ,3 ,
neogility.social,mastodon,4.1.6,1 ,0 ,1 ,3 ,
mastodon.lyng.space,mastodon,4.1.6,1 ,1 ,1 ,365 ,
social.macwinlin.cloud,mastodon,4.2.0,1 ,1 ,1 ,6 ,
social.retronerd.at,mastodon,4.1.7,6 ,1 ,1 ,21 ,
sportsfans.social,mastodon,4.2.0,1 ,1 ,1 ,2063 ,
social.michael-webber.com,mastodon,3.5.3,1 ,0 ,1 ,45 ,
upp2.com,mastodon,4.2.0,3 ,1 ,1 ,103 ,
mastodon.bozg.se,mastodon,4.2.0,1 ,1 ,1 ,0 ,
mastodon.airi.tv,mastodon,4.2.0,2 ,1 ,1 ,78 ,
xtux.org,mastodon,4.2.0,4 ,2 ,2 ,201 ,
biggs.social,mastodon,4.2.0,1 ,1 ,1 ,51 ,
blubrry.chat,mastodon,4.2.0,3 ,2 ,3 ,66 ,
social.kararyli.net,mastodon,4.2.0,1 ,1 ,1 ,0 ,
mastodon.exposed,mastodon,4.1.9,5 ,2 ,2 ,20 ,
nekton.social,mastodon,4.0.2,2 ,1 ,1 ,4 ,
social.jvan.be,mastodon,4.1.9,1 ,1 ,1 ,73 ,
philately.social,mastodon,4.2.0,55 ,15 ,26 ,1308 ,
mastodon.jonathanlittlemore.synology.me,mastodon,4.1.7,1 ,1 ,1 ,0 ,
masto.halfpastfour.club,mastodon,4.2.0,6 ,1 ,1 ,50 ,
leuchtetgruen.me,mastodon,4.2.0,1 ,1 ,1 ,199 ,
msd.fedcast.ch,mastodon,4.2.0,1 ,1 ,1 ,95 ,
103.social,mastodon,4.1.2,2 ,1 ,2 ,119 ,
mastodon.tech-nico.de,mastodon,4.1.4,4 ,1 ,2 ,78 ,
tubage.social,mastodon,4.0.2,2 ,1 ,1 ,15 ,
social.gdamsbo.dk,mastodon,4.1.3,1 ,0 ,0 ,14 ,
social.orangechair.org,mastodon,4.2.0,1 ,1 ,1 ,46 ,
cyvr.org,mastodon,3.5.3,3 ,0 ,1 ,2 ,
s-h.social,mastodon,4.1.7,3 ,3 ,3 ,3 ,
objc.social,mastodon,4.1.9,4 ,4 ,4 ,430 ,
radiopatio.noatodo.com,mastodon,4.2.0,8 ,4 ,5 ,242 ,
splatsville.social,firefish,1.0.4-beta,28 ,22 ,26 ,844 ,
kajereto.com,misskey,12.119.2,12 ,3 ,5 ,224 ,
mcuch.com,mastodon,4.2.0,1 ,1 ,1 ,0 ,
outwith.biz,mastodon,4.2.0,2 ,1 ,1 ,116 ,
gibber.dnddeutsch.de,mastodon,4.2.0-beta1,9 ,1 ,3 ,135 ,
toot.ohhh.no,mastodon,4.2.0,1 ,1 ,1 ,79 ,
halfey.moe,mastodon,4.2.0,1 ,1 ,1 ,221 ,
elytra15.com,mastodon,4.0.2,2 ,1 ,1 ,212 ,
socialfed.nl,mastodon,4.1.5,1 ,1 ,1 ,164 ,
trillium7.com,mastodon,4.2.0,1 ,0 ,1 ,14 ,
toots.hallanalysis.com,mastodon,4.2.0,1 ,1 ,1 ,353 ,
is.livingunder.rocks,misskey,13.9.1,2 ,null,null,134 ,
wobbly.ninja,mastodon,4.2.0,2 ,1 ,2 ,0 ,
trackball.love,misskey,13.6.1,4 ,null,null,53 ,
mastodon.try-to-hack.me,mastodon,4.1.4,2 ,1 ,1 ,272 ,
geekspot.com,mastodon,4.0.2,69 ,6 ,15 ,617 ,
mastorock.com,mastodon,4.2.0,33355 ,82 ,1999 ,2002 ,
social.metrix.network,misskey,2023.9.0-beta.5,100 ,null,null,546 ,
voidfarm.pw,mastodon,4.2.0,10 ,0 ,4 ,130 ,
nekomi.one,firefish,1.0.3,6 ,1 ,4 ,9 ,
moyu.la,mastodon,4.1.0,4 ,0 ,4 ,35 ,
toot.li,mastodon,4.1.4,5 ,2 ,2 ,226 ,
nep-nep.xyz,mastodon,4.1.4,2 ,1 ,1 ,3 ,
forensicpsychiatry.social,mastodon,4.2.0,2 ,1 ,1 ,2 ,
fediserve.com,mastodon,4.2.0,2 ,1 ,2 ,0 ,
morrow.social,mastodon,4.1.4,5 ,1 ,2 ,19 ,
social.smaier.net,mastodon,4.1.7,1 ,0 ,1 ,32 ,
fedi.doskel.net,firefish,1.0.3,2 ,1 ,1 ,107 ,
v2x.org,mastodon,4.1.2,18 ,5 ,15 ,943 ,
mk.headpats.org,misskey,13.13.1,6 ,null,null,19 ,
dasuniversum.social,mastodon,4.1.2,27 ,11 ,26 ,95 ,
peck.li,mastodon,4.2.0,1 ,1 ,1 ,55 ,
social.lviv2.dcomm.net.ua,mastodon,4.1.7,30 ,3 ,17 ,107 ,
xn--og8haa.st,mastodon,4.1.6,2 ,2 ,2 ,12 ,
nattomaki.social,calckey,14.0.0-rc3,3 ,1 ,2 ,257 ,
gemini-tech.be,mastodon,4.2.0,1 ,1 ,1 ,25 ,
solutionpoint.in,mastodon,4.1.7,5 ,5 ,6 ,11 ,
quixotic.info,mastodon,4.2.0,7 ,1 ,2 ,152 ,
nya.ulithsys.moe,pleroma,2.5.4,6 ,4 ,10 ,12414 ,
mast.clippyco.com,mastodon,4.1.6,3 ,1 ,1 ,32 ,
social.aleteoryx.me,mastodon,4.2.0,5 ,2 ,5 ,239 ,
justda.tips,mastodon,4.2.0,1 ,1 ,1 ,17 ,
mastodon.paulober.eu,mastodon,4.2.0,1 ,1 ,1 ,9 ,
landscapes.social,mastodon,4.2.0,1 ,0 ,1 ,163 ,
toot.coinfundit.com,mastodon,4.1.6,2 ,2 ,2 ,386 ,
higgy.social,mastodon,4.1.5+glitch+nightly-2023-07-31,2 ,2 ,2 ,599 ,
sachsen-medien.social,mastodon,4.2.0,8 ,8 ,8 ,7 ,
mastodon.vofr.net,mastodon,4.1.4,1 ,1 ,1 ,48 ,
mastodon.gar.dev,mastodon,4.1.3,2 ,1 ,1 ,1 ,
shadesmar.io,mastodon,4.1.4,1 ,1 ,1 ,12 ,
social.yellowgoat.net,mastodon,4.1.3,2 ,0 ,3 ,0 ,
mandra.us,mastodon,4.1.3,2 ,1 ,1 ,14 ,
mastodon.joaoleitao.org,mastodon,4.2.0,13 ,13 ,13 ,103 ,
mastadon.thelibrary.social,mastodon,4.2.0,7 ,0 ,2 ,6 ,
scl.kaffeemonster.com,mastodon,4.2.0,2 ,2 ,2 ,788 ,
calckey.kunveni.net,calckey,13.2.0-beta2,2 ,0 ,1 ,0 ,
amateurfunk.social,mastodon,4.2.0,4 ,4 ,4 ,7 ,
bellow.el.drit.ch,mastodon,4.2.0,2 ,2 ,2 ,325 ,
snarky.club,mastodon,4.2.0,1 ,1 ,1 ,20 ,
twhtv.club,pleroma,2.5.50-2288-g648773c0.develop+soapbox,4 ,2 ,3 ,744 ,
octans.app,firefish,1.0.4-beta,8 ,0 ,0 ,53 ,
social.mediathek.community,mastodon,4.1.6,1 ,0 ,1 ,0 ,
cbctech.app,mastodon,4.0.6,3 ,1 ,1 ,0 ,
mastodonte.org,mastodon,4.1.4,1 ,0 ,1 ,0 ,
mastodon.flgl.tech,mastodon,4.1.7,1 ,0 ,1 ,1 ,
m.schrdr.nl,mastodon,4.2.0,1 ,1 ,1 ,89 ,
mast.hutchie.scot,mastodon,4.1.4,3 ,2 ,3 ,171 ,
social.koeia.de,mastodon,4.2.0,2 ,2 ,2 ,35 ,
nickslaney.net,mastodon,4.0.2,1 ,1 ,1 ,85 ,
freaknweekend.com,mastodon,4.2.0,9 ,3 ,3 ,809 ,
brbn.social,mastodon,4.2.0,1 ,1 ,1 ,44 ,
fed.wjboll.es,mastodon,4.2.0,1 ,1 ,2 ,13 ,
houseofcreativeweirdos.com,mastodon,3.5.11,3 ,1 ,1 ,811 ,
social.vlekken.net,mastodon,4.1.2,2 ,1 ,1 ,85 ,
social.hows.id.au,pleroma,2.5.0,1 ,1 ,1 ,2 ,
social.mnh48.moe,pleroma,2.5.2-13-g2d193861,8 ,5 ,5 ,371 ,
zeeborn.social,mastodon,4.2.0,1 ,1 ,1 ,119 ,
mastodon.geekonweb.fr,mastodon,4.1.6,4 ,2 ,4 ,662 ,
blooming-land.icu,mastodon,3.5.5,102 ,53 ,74 ,30156 ,
unboxed.social,mastodon,4.2.0,3 ,1 ,1 ,216 ,
masto.drydenhouse.org,mastodon,4.2.0,1 ,1 ,1 ,138 ,
zhenmei.li,mastodon,4.1.3,6 ,1 ,3 ,11 ,
gazuji.com,mastodon,4.2.0,2 ,2 ,2 ,23 ,
sugarshack.social,mastodon,4.0.2,8 ,1 ,9 ,59 ,
mastodon.chrisjov.de,mastodon,4.0.2,4 ,2 ,2 ,261 ,
mastodon.rzgierskopp.de,mastodon,4.2.0,5 ,4 ,4 ,2148 ,
misskey.dyselon.com,misskey,12.110.1,8 ,2 ,5 ,382 ,
m.rosania.org,mastodon,4.0.2,1 ,1 ,1 ,4 ,
osmcast.social,mastodon,4.1.4,5 ,3 ,3 ,324 ,
184.im,mastodon,4.2.0,3 ,1 ,3 ,7 ,
mario.ynh.fr,pleroma,2.5.5,1 ,1 ,1 ,16 ,
besties.com,mastodon,4.1.5,22 ,5 ,20 ,15 ,
social.encryptomatic.com,pleroma,2.4.53-2092-g8a189859.develop+soapbox,2 ,1 ,1 ,67 ,
hogpot.org,mastodon,3.5.3,7 ,7 ,24 ,184 ,
icosaverse.social,mastodon,4.1.2,3 ,1 ,1 ,10 ,
ericf.social,mastodon,4.2.0,1 ,1 ,1 ,131 ,
fedi.co.za,mastodon,4.2.0,1 ,1 ,1 ,1 ,
ayden.life,mastodon,4.0.2,1 ,1 ,1 ,2 ,
proc.social,mastodon,4.1.9,3 ,2 ,2 ,54 ,
social.azureheads.gr,mastodon,4.1.5,62 ,2 ,8 ,56 ,
seeds.social,mastodon,4.1.4,7 ,1 ,7 ,10 ,
ropedrop.social,mastodon,4.2.0,3 ,3 ,3 ,194 ,
metro.social,mastodon,4.0.2,1 ,1 ,1 ,17 ,
daotodon.me,mastodon,4.2.0,30 ,7 ,16 ,355 ,
mastodon.bibinim.me,mastodon,4.1.7,5 ,3 ,3 ,254 ,
pleroma.dragonborn.app,pleroma,2.4.3,10 ,null,null,414 ,
yabtm.us,mastodon,4.1.2,4 ,2 ,3 ,118 ,
lemonparty.social,mastodon,4.0.2,5 ,2 ,3 ,26 ,
kinney.social,mastodon,4.2.0,1 ,1 ,1 ,8 ,
kono.pub,mastodon,4.2.0,20 ,9 ,17 ,2464 ,
p.suorcd.us,pleroma,2.5.5,4 ,1 ,2 ,58 ,
dcj.me,mastodon,4.2.0,1 ,1 ,1 ,39 ,
westvisions.social,mastodon,4.2.0,14 ,4 ,7 ,104 ,
peter0x48.social,mastodon,4.2.0,1 ,1 ,1 ,1 ,
social.musicedtechtalk.com,mastodon,4.2.0,1 ,1 ,1 ,79 ,
x.zyi.io,mastodon,4.2.0,4 ,2 ,4 ,316 ,
s0l.x0r.org,mastodon,4.0.2,1 ,0 ,0 ,1 ,
mastodon.eugasser.com,mastodon,4.1.6,2 ,2 ,2 ,24 ,
social.crew23.de,mastodon,4.1.8,3 ,1 ,1 ,115 ,
techdon.dev,mastodon,4.2.0,5 ,1 ,1 ,42 ,
fastcompany.social,mastodon,4.2.0,8 ,4 ,8 ,3 ,
social.securitytheater.net,mastodon,4.2.0,2 ,1 ,1 ,149 ,
straybits.social,mastodon,4.2.0,2 ,2 ,2 ,0 ,
i32.eu,mastodon,4.1.2,1 ,1 ,1 ,50 ,
dasgelobteland.art,pleroma,2.5.1,3 ,2 ,3 ,1190 ,
parrygod.club,mastodon,4.2.0,2 ,1 ,1 ,44 ,
pleroma.g2887349.com,pleroma,2.5.5,2 ,2 ,2 ,971 ,
aniy.jp,mastodon,4.1.9,2 ,2 ,2 ,975 ,
clontarf.icu,mastodon,4.2.0,2 ,1 ,1 ,17 ,
mst.ramsdr.ru,mastodon,4.2.0,5 ,4 ,4 ,2769 ,
shimanchu.social,mastodon,4.2.0,2 ,2 ,2 ,370 ,
soc.ua-fediland.de,mastodon,4.2.0-nightly.2023-09-26+glitch,195 ,43 ,88 ,14349 ,
vtor.me,mastodon,4.2.0,1 ,1 ,1 ,22 ,
oursky.social,mastodon,4.2.0,19 ,5 ,13 ,146 ,
mastodon.re,mastodon,4.0.6,8 ,4 ,6 ,113 ,
m.moe.lol,misskey,2023.9.3,3 ,null,null,13 ,
m.indefinitely.social,mastodon,4.2.0,1 ,1 ,1 ,559 ,
edge.dunkel.cloud,mastodon,4.1.0,3 ,3 ,4 ,32 ,
rascal.social,mastodon,4.1.4,10 ,3 ,7 ,131 ,
mastodon.fathermaurer.com,mastodon,4.2.0,1 ,1 ,1 ,138 ,
mastodon.spowage.info,mastodon,4.2.0,3 ,2 ,3 ,155 ,
r3dp1ll.sh,mastodon,4.1.6,1 ,1 ,1 ,7 ,
social.nodered.org,mastodon,3.1.3,3 ,2 ,2 ,2695 ,
m.vilcor.org,mastodon,4.2.0,1 ,1 ,1 ,1 ,
brain404.com,mastodon,4.3.0-alpha.0,2 ,1 ,3 ,185 ,
tulpa.social,mastodon,4.1.6,9 ,8 ,10 ,76 ,
shutinnerd.space,mastodon,4.2.0,1 ,1 ,1 ,103 ,
social.cloudron.io,mastodon,4.2.0,3 ,1 ,2 ,188 ,
retrophisch.social,mastodon,4.2.0,1 ,1 ,1 ,240 ,
cirrus.zinzolin.fr,mastodon,4.2.0,3 ,3 ,3 ,80 ,
mastodon.yakka.art,mastodon,4.0.2,4 ,1 ,2 ,6 ,
jtlm.masto.host,mastodon,4.2.0,2 ,1 ,1 ,23 ,
potla.ch,mastodon,4.2.0,2 ,1 ,1 ,191 ,
xavier.ooo,mastodon,4.2.0,1 ,1 ,1 ,20 ,
mastodon.snld.ca,mastodon,4.2.0,4 ,3 ,3 ,90 ,
cozy.chat,mastodon,4.1.6,2 ,1 ,1 ,50 ,
maslipmat.com,mastodon,4.1.0,1 ,1 ,1 ,28 ,
sink.love,mastodon,4.1.6,1 ,1 ,1 ,172 ,
social.the-thirstiest-mawile.com,mastodon,4.1.6,3 ,1 ,2 ,7217 ,
cultiv.social,mastodon,4.2.0,1 ,1 ,1 ,419 ,
digitalpharma.social,mastodon,4.2.0,1 ,1 ,1 ,6 ,
porpoise.social,mastodon,4.1.6,2 ,2 ,2 ,31 ,
tsukeru.moe,mastodon,4.1.6,2 ,2 ,2 ,0 ,
naapurinpoika.com,mastodon,4.2.0,5 ,3 ,4 ,405 ,
27origin.com,mastodon,4.1.0,1 ,1 ,1 ,230 ,
entire.vc,pleroma,2.4.53-4-g64945b3b.develop+soapbox,24 ,3 ,20 ,15 ,
leanside.org,mastodon,4.2.0,1 ,1 ,1 ,0 ,
vgmcovers.com,mastodon,4.2.0,20 ,8 ,20 ,153 ,
socialgoblins.club,pleroma,2.5.50-192-g648773c0.develop+soapbox,3 ,2 ,3 ,308 ,
soc.endur4.com,pleroma,2.5.4,2 ,1 ,3 ,35 ,
dragontavern.social,mastodon,4.1.9,3 ,2 ,2 ,28 ,
vulpini.zone,mastodon,4.1.4,3 ,2 ,2 ,4 ,
adxm.social,mastodon,4.2.0,1 ,1 ,1 ,3 ,
mess.social,mastodon,4.2.0,4 ,1 ,2 ,8 ,
mastodon.fdr8.us,mastodon,3.5.3,2 ,1 ,2 ,4 ,
bussmann.social,mastodon,4.2.0,2 ,1 ,1 ,433 ,
mck.pub,mastodon,4.2.0,2 ,1 ,1 ,222 ,
palinoia.xyz,pleroma,2.4.4,2 ,null,null,413 ,
social.krebsco.de,mastodon,4.1.6,5 ,4 ,4 ,289 ,
bwa.social,mastodon,4.2.0,2 ,1 ,1 ,50 ,
verse.belltower.it,pleroma,2.5.1,1 ,0 ,1 ,4 ,
tripleplusgood.us,mastodon,4.2.0,3 ,0 ,1 ,18 ,
mk.dev-c.at,misskey,13.13.2,3 ,null,null,42 ,
worst.computer,mastodon,4.2.0,1 ,1 ,1 ,92 ,
akuanduba.masto.host,mastodon,4.2.0,11 ,5 ,9 ,286 ,
fullof.buzz,misskey,13.14.2,3 ,null,null,113 ,
social.oberhauser.space,mastodon,4.1.7,2 ,2 ,2 ,363 ,
configure.ac,mastodon,4.2.0,1 ,1 ,1 ,222 ,
pod.social,mastodon,4.2.0,1 ,1 ,1 ,310 ,
mastodon.poldrugo.synology.me,mastodon,4.2.0,1 ,1 ,1 ,1 ,
kinky.baguette.cafe,pleroma,2.5.4,16 ,5 ,9 ,281 ,
mastodon.gregnilsen.com,mastodon,4.2.0,1 ,1 ,1 ,23 ,
slop.social,firefish,1.0.3,5 ,1 ,4 ,188 ,
rapemeat.st,akkoma,3.10.4-1-gebfb617b,4 ,4 ,4 ,3 ,
pleroma.thisawfuldungeon.art,pleroma,2.5.5,57 ,27 ,49 ,1535 ,
werthyadventures.masto.host,mastodon,4.2.0,1 ,1 ,1 ,1 ,
toot.huynguyen.org,mastodon,4.1.9,1 ,1 ,1 ,1 ,
unix.family,mastodon,4.2.0,4 ,1 ,2 ,129 ,
xn--tr-fkaba.social,mastodon,4.1.3,2 ,2 ,2 ,409 ,
social.ahlcode.fi,firefish,1.0.3,4 ,3 ,3 ,376 ,
thefern.social,mastodon,4.2.0,1 ,1 ,1 ,39 ,
eeee.no,mastodon,4.2.0,1 ,1 ,1 ,221 ,
social.chilliet.eu,pleroma,2.5.4,2 ,1 ,1 ,589 ,
mastodon.b2b-marketing.pl,mastodon,4.2.0,2 ,1 ,1 ,126 ,
social.lyros.net,mastodon,4.1.4,1 ,1 ,1 ,11 ,
mastodon.loener.nl,mastodon,4.1.9,33 ,1 ,2 ,3731 ,
mastsocial.xyz,mastodon,4.1.5,4 ,3 ,4 ,51 ,
write.echoless.space,mastodon,4.1.4,3 ,1 ,1 ,57 ,
kiessling.social,mastodon,4.2.0,1 ,1 ,1 ,69 ,
tetrahedron.trisec.se,mastodon,4.0.2,2 ,0 ,0 ,0 ,
mastodon.pfy.ch,mastodon,4.1.2,3 ,3 ,3 ,138 ,
politehumans.com,mastodon,4.1.2,2 ,1 ,2 ,40 ,
cynder.me,pleroma,2.4.4,1 ,null,null,59 ,
xlii.social,mastodon,4.2.0,2 ,1 ,2 ,179 ,
fuzzygames.social,mastodon,4.1.9,3 ,2 ,3 ,5 ,
social.myconan.net,mastodon,4.2.0,2 ,1 ,3 ,829 ,
social.firc.de,pleroma,2.5.5,2 ,1 ,2 ,51 ,
social.yeschenko.com,mastodon,4.2.0,2 ,2 ,2 ,113 ,
mastodon.pcgaldo.com,mastodon,4.2.0,3 ,1 ,1 ,1263 ,
bauphysik.social,mastodon,4.2.0,6 ,3 ,3 ,136 ,
localization.social,mastodon,4.0.2,8 ,1 ,2 ,0 ,
mastodon.roehampton.synology.me,mastodon,4.0.2,1 ,2 ,2 ,11 ,
social.c1710.de,pleroma,2.5.1,4 ,4 ,4 ,2142 ,
wordnik.social,mastodon,4.2.0,5 ,1 ,6 ,2 ,
social.regenpfeifer.net,mastodon,4.2.0,5 ,1 ,5 ,252 ,
punchpresence.social,mastodon,4.2.0,2 ,2 ,2 ,16 ,
robitaille.social,mastodon,4.2.0,3 ,2 ,3 ,3 ,
chelmi.info,mastodon,4.2.0,1 ,1 ,1 ,5 ,
tammenpaa.com,mastodon,4.1.0,1 ,0 ,0 ,11 ,
mastodon.andrewbversfeld.co.za,mastodon,4.1.9,3 ,2 ,3 ,30 ,
social.lugal.io,pleroma,2.5.5,1 ,1 ,1 ,53 ,
social.thegeneral.chat,mastodon,4.1.6,6 ,4 ,4 ,1162 ,
fabulous.social,mastodon,4.1.9,3 ,3 ,3 ,76 ,
remeika.social,mastodon,4.2.0,2 ,1 ,1 ,9 ,
mslink.com,mastodon,4.1.0rc3,6 ,1 ,3 ,22 ,
boumi.me,mastodon,4.2.0,2 ,1 ,1 ,197 ,
toot.gathernorust.net,pleroma,2.4.53-904-gbb63f72c-develop,4 ,1 ,4 ,10 ,
fedi.tasossah.com,akkoma,3.10.4,2 ,1 ,2 ,50 ,
muso.social,mastodon,4.1.4,99 ,13 ,46 ,831 ,
masto.adamchandler.me,mastodon,4.2.0,4 ,3 ,3 ,564 ,
some.lahevirta.fi,firefish,1.0.3,5 ,3 ,3 ,176 ,
vnecke.social,mastodon,4.2.0,6 ,2 ,4 ,314 ,
pleroma.minecloud.ro,pleroma,2.5.2,6 ,2 ,2 ,2 ,
blogator.com,mastodon,4.1.4,5 ,0 ,1 ,21 ,
crosshatch.fun,mastodon,4.2.0,4 ,2 ,2 ,13 ,
scull.social,mastodon,4.2.0,2 ,2 ,2 ,0 ,
mindplex.sotatek.works,mastodon,4.1.1,59 ,4 ,43 ,877 ,
toot.root.se,mastodon,4.2.0,1 ,1 ,1 ,2 ,
tetrax.de,mastodon,4.2.0,3 ,3 ,3 ,701 ,
social.drdrrae.top,mastodon,4.2.0,1 ,0 ,0 ,0 ,
nanako-fed.mooo.com,misskey,2023.9.3,2 ,null,null,1163 ,
ck.comfy.blue,firefish,1.0.3,8 ,3 ,6 ,1324 ,
tiflo.social,mastodon,4.1.9,6 ,3 ,4 ,548 ,
mstdn.baxter.sh,mastodon,4.2.0,1 ,1 ,1 ,29 ,
0xee.io,mastodon,4.2.0,15 ,4 ,15 ,191 ,
geobla.net,mastodon,4.1.6,194 ,16 ,173 ,7638 ,
