domain,application,version,users,AMU,AHYU,posts
legaltech.social,mastodon,4.2.1,2,0,1,10
mastodon.francil.in,mastodon,4.2.1,2,1,1,7
entomophagy.world,mastodon,4.2.1,2,2,2,141
social.inter-mundos.de,mastodon,4.2.1,2,1,1,55
mstdn.neigepluie.net,mastodon,3.3.3,2,1,1,54
pangu.hengsha.host,mastodon,4.2.0,2,1,2,4495
social.spnr.de,mastodon,4.2.1,2,1,1,15
jxmsocial.xyz,mastodon,4.2.1,2,1,1,50
m.terryx.com,mastodon,3.5.1,2,1,1,20
datflow.tech,mastodon,4.2.1,2,2,3,635
mast.mako.li,mastodon,3.5.3,2,0,1,1
varjo.org,mastodon,4.1.9,2,1,1,8
social.trizz.io,mastodon,4.2.1,2,1,1,21
mstdn.simeckuv.cloud,mastodon,4.1.4,2,1,1,7
millcrick.social,mastodon,4.0.2,2,1,1,13
toots.gg,mastodon,3.5.3,2,1,1,3
masto.ingeechat.party,mastodon,4.0.2,2,0,2,78
aethernet.social,mastodon,4.1.4,2,1,2,271
apocalypse.net,mastodon,4.2.0,2,1,1,59
be-news.social.vlaanderen,mastodon,4.1.5,2,1,2,2006
bucher.naturesmeatcandy.org,mastodon,4.1.3,2,1,1,46
daan.social,mastodon,4.1.9,2,2,2,19
dumbo.mad-scientists.net,mastodon,4.1.10,2,2,3,221
fedi.limes.pink,mastodon,4.2.0+glitch,2,2,2,1851
fediverse.bitals.xyz,mastodon,4.2.1,2,1,2,69
forum.virctuary.com,mastodon,4.2.0,2,1,1,2423
fv.technogothic.net,mastodon,4.2.0+glitch.+AGATHA+AGATHA,2,2,2,10977
m.blank.org,mastodon,4.1.9,2,2,2,4905
mastodon.app.stefanberggren.se,mastodon,4.1.9,2,1,2,478
mastodon.benpettis.ninja,mastodon,4.2.0,2,1,1,436
mastodon.cyberveins.eu,mastodon,4.2.0,2,1,1,8
mastodon.d14n.club,mastodon,4.1.4,2,2,2,127
mastodon.electrifyingcloud.com,mastodon,4.2.1,2,0,0,3
mastodon.geekcorner.eu.org,mastodon,4.1.2,2,1,1,26
mastodon.jinc.io,mastodon,4.1.7,2,1,1,6
mastodon.kangaroopunch.com,mastodon,4.2.0,2,1,1,152
mastodon.katniss.top,mastodon,4.2.0,2,1,2,2
mastodon.lordoftheplex.com,mastodon,4.1.6,2,1,2,3
mastodon.mbonnin.net,mastodon,4.2.1,2,1,2,40
mastodon.nekoconeko.nl,mastodon,4.1.3,2,1,1,38
mastodon.nightrider.tech,mastodon,4.2.0,2,1,1,4
mastodon.paftech.se,mastodon,4.2.0,2,1,1,16
mastodon.parkingmeter.info,mastodon,4.2.0,2,1,1,14
mastodon.projetretro.io,mastodon,4.2.1,2,2,2,1010
mastodon.schnuffle.de,mastodon,4.2.1,2,1,2,431
mastodon.simply-life.net,mastodon,4.2.0,2,1,1,241
mastodon.tinycart.club,mastodon,4.2.0,2,1,1,554
mastodon.train.cz,mastodon,4.2.0,2,2,2,12
mastodon.vandevoor.de,mastodon,4.1.6,2,1,1,226
mastodon.weber.fi.eu.org,mastodon,4.2.1,2,2,2,2981
out.ruin.io,mastodon,4.2.0,2,1,1,208
pub.calebhearth.com,mastodon,4.2.1,2,1,2,595
punk.demon.gay,mastodon,4.2.0-beta1,2,1,3,78
server.mastodon.ocjtech.us,mastodon,4.1.10,2,1,1,1059
sns.govanify.com,mastodon,4.1.9,2,1,2,57
social.akrabat.com,mastodon,4.2.1,2,1,2,268
social.alexhyett.com,mastodon,4.2.1,2,2,2,156
social.apcn.nz,mastodon,4.1.3,2,1,1,731
social.do.srb2.org,mastodon,4.2.0,2,2,2,16
social.fediverse.events,mastodon,4.2.0-nightly.2023-08-28,2,2,2,4
social.feep.org,mastodon,4.1.10,2,1,2,134
social.khaus.io,mastodon,4.1.4,2,2,2,448
social.krasovs.ky,mastodon,4.2.1,2,1,1,384
social.mcwhirter.io,mastodon,4.1.9,2,1,1,1760
social.teamlight.stream,mastodon,4.2.1,2,0,0,83
social.tinycyber.space,mastodon,4.2.1,2,1,2,161
social.wikidex.net,mastodon,4.1.10,2,2,2,303
social.yearg.in,mastodon,4.2.1,2,2,2,1281
socialmedia.mobilite-mobiliteit.brussels,mastodon,4.2.1,2,2,2,542
toot.quebec,mastodon,4.2.1,2,2,2,258
toot.ramuuns.com,mastodon,4.2.0,2,2,2,469
toots.n7.gg,mastodon,4.1.9,2,1,1,300
www.1nd33d.social,mastodon,4.1.5,2,2,2,63
mastodon.goroundtrip.co,mastodon,4.2.1,2,1,1,3
mast.tpz.de,mastodon,4.2.0,2,1,1,44
social.churrosoft.ar,mastodon,4.0.0rc2+glitch,2,0,0,7
mastodon.petertodd.org,mastodon,3.4.4,2,1,1,2537
social.identi.cat,mastodon,4.0.2,2,0,1,1240
social.gt-mod.site,mastodon,4.2.1,2,2,2,42
social.bobek.cz,mastodon,4.2.1,2,1,1,171
mastodon.schle.nz,mastodon,4.2.0,2,1,1,631
social.linss.com,mastodon,4.2.1,2,1,1,978
ostatus.lardbucket.org,mastodon,4.1.3+glitch,2,2,2,13830
mastodon.mudkips.net,mastodon,4.2.0,2,1,1,257
social.bd.pub,mastodon,4.2.1,2,1,1,33
ursula.ahlamon.org,mastodon,4.1.9,2,1,2,51
toot.salted.fish,mastodon,4.1.7,2,1,2,66
toot.andr3.net,mastodon,4.1.0,2,1,1,382
masto.gred.al,mastodon,4.1.4+glitch,2,1,1,84
mastodon.dotorg.org,mastodon,4.1.6,2,1,1,200
mastodon.wolvar.net,mastodon,4.2.1,2,1,1,82
mastodon.blanu.net,mastodon,4.2.1,2,1,1,88
mastodon.wulfsige.com,mastodon,4.2.0,2,1,1,19
social.gorritodeplata.xyz,mastodon,4.1.7,2,2,2,191
fediverse.nicknisi.com,mastodon,4.2.1,2,1,1,254
toot.sissom.net,mastodon,4.0.2,2,1,1,17
social.nautik.io,mastodon,4.1.4,2,2,2,73
social.thyra-inflatables.eu,mastodon,4.1.4,2,1,2,32
mastodon.sniff122.tech,mastodon,4.1.8,2,1,1,116
hedgebound.net,mastodon,4.1.9,2,1,2,93
social.goblfc.org,mastodon,4.1.3,2,1,2,88
mastodon.n6.io,mastodon,4.2.0,2,2,2,79
mastodon.feedmechocolate.com,mastodon,4.1.3,2,1,1,72
mastodon.wihel.de,mastodon,4.2.0,2,1,2,3644
m.anto.ie,mastodon,4.0.2,2,1,1,295
mas.nope.foo,mastodon,4.1.4,2,1,2,108
derg.zone,mastodon,4.2.1,2,2,2,7
social.polonkai.eu,mastodon,4.2.1,2,1,1,2958
mastodon.riverglide.com,mastodon,4.1.6,2,1,2,13
social.funnyna.me,mastodon,4.2.0+chuckya,2,1,2,189
mastodon.encryptionin.space,mastodon,4.1.8,2,1,1,91
social.bird.style,mastodon,4.1.6,2,2,2,36
mastodon.helaosteraker.se,mastodon,4.0.2,2,1,1,13
fedi.404oops.com,mastodon,4.1.2,2,1,1,82
social.klaps.me,mastodon,4.1.4,2,1,1,28
awp.news,mastodon,4.2.1,2,2,2,6623
austerlitz.social,mastodon,4.2.1,2,0,2,28
aquariumofyourbrain.masto.host,mastodon,4.2.1,2,1,2,197
social.northwestvoip.com,mastodon,4.2.1,2,1,1,2
m.posterdati.it,mastodon,4.1.9,2,0,2,1
are.sexy,mastodon,4.2.1,2,2,2,85
mastodon.nissesdomain.org,mastodon,4.2.0,2,1,2,168
social.digitalmountains.co.uk,mastodon,4.2.1,2,1,1,20
my.dolezal.one,mastodon,4.2.1,2,2,2,417
saigyouji.cyou,mastodon,3.5.3,2,1,1,2464
mastodon.snakenode.eu,mastodon,4.2.1,2,1,1,36
social.kittenapproved.com,mastodon,4.1.6,2,1,1,30
stonith.social,mastodon,4.1.2,2,1,1,1
ix.md,mastodon,4.1.6,2,1,1,2
toot.semblanceoffunctionality.com,mastodon,4.2.1,2,0,1,27
nhw.social,mastodon,4.0.2,2,1,1,32
andrew.xyz,mastodon,4.0.2,2,1,2,13
mast.yuri.place,mastodon,4.2.1,2,1,2,184
social.wieser-hv.de,mastodon,4.2.1,2,1,2,16
masto.gerkenator.com,mastodon,4.2.1,2,1,2,6
social.adeptor.ru,mastodon,4.1.6,2,2,2,67
mastodon.freemine.de,mastodon,4.0.2,2,1,3,1
roshless.me,mastodon,4.2.1,2,2,2,91
mastodon.heer.xyz,mastodon,4.2.1,2,1,1,10
masto.liberium.fr,mastodon,4.2.0,2,1,2,24
boeck.social,mastodon,4.2.1,2,1,1,3
social.dave-vlab.com,mastodon,4.0.2,2,1,1,7
bonga.nu,mastodon,4.2.1,2,2,2,430
social.scholzbande.de,mastodon,4.2.0,2,2,2,7
wordcraft.social,mastodon,4.2.1,2,1,2,23
masto.pionaiki.com,mastodon,4.1.2+glitch,2,1,2,5
m1x.app,mastodon,4.2.0,2,2,2,12
mastodon.vief.email,mastodon,4.2.1,2,1,1,3
goslar.social,mastodon,4.2.0,2,1,1,2
curious.social,mastodon,4.2.0,2,1,1,3
toot.pyxel.cloud,mastodon,4.1.7,2,1,2,4
drcit.social,mastodon,4.2.1,2,1,1,7
rsngrtn.fyi,mastodon,4.2.1,2,2,2,226
dropshare.social,mastodon,4.1.2,2,2,2,35
m.alexyang.me,mastodon,4.2.1,2,2,2,625
ferry.pm,mastodon,4.1.6,2,2,3,1
toot.nsobj.com,mastodon,4.1.6,2,2,2,58
stfu.social,mastodon,4.1.2,2,1,2,5
mastodon.kenpo.social,mastodon,4.2.0,2,2,2,3
m.udrei.org,mastodon,4.0.2,2,1,1,20
mstdn.feshiba.me,mastodon,4.2.1,2,1,1,98
mastodon.blueworlds.org,mastodon,4.2.1,2,1,1,5
quasstodon.social,mastodon,4.2.1,2,0,1,48
htb.social,mastodon,4.0.2,2,0,2,1
mastodon.var1able.network,mastodon,4.1.9,2,1,2,2
official.community,mastodon,4.2.1,2,0,1,9
boilingcong.ee,mastodon,3.5.5,2,2,2,2706
mastodon.freeway.network,mastodon,4.1.2,2,1,2,5
matthewgall.chat,mastodon,4.2.1,2,0,1,211
tje.social,mastodon,4.2.1,2,0,0,13
m.hoshi.garden,mastodon,4.1.4,2,1,1,19
status92.social,mastodon,4.2.1,2,1,1,27
test.justdalek.com,mastodon,4.2.0,2,2,2,1
mightyena.com,mastodon,4.1.5,2,2,2,49
forensicpsychiatry.social,mastodon,4.2.1,2,1,1,2
mastodon.kichi2004.jp,mastodon,4.1.3,2,1,1,17
mastodon.accolade.digital,mastodon,4.1.6,2,1,2,2
porpoise.social,mastodon,4.1.6,2,2,2,31
mastodon.d5o.eu,mastodon,4.2.0,2,2,2,55
meu.space,mastodon,4.2.0,2,0,0,35
wisc.social,mastodon,4.0.2,2,0,0,2
clubmer.com,mastodon,4.2.1,2,0,1,20
demigod.bar,mastodon,4.1.3,2,1,1,93
kabelkollektiv.social,mastodon,4.2.1,2,1,2,1
kelleher.social,mastodon,4.2.1,2,1,1,27
mastodon.klaaspier.nl,mastodon,4.2.1,2,1,1,15
wisehex.social,mastodon,4.1.4,2,2,2,65
social.dario.cloud,mastodon,4.2.0,2,1,2,24
streamfurs.com,mastodon,4.1.2,2,0,2,1
wyvern.blue,mastodon,4.1.4,2,1,2,1
manny.dilithium.fr,mastodon,4.2.0,2,2,2,110
sfcoder.social,mastodon,4.1.1,2,0,3,5
social.ericvandam.me,mastodon,4.1.9,2,2,2,1498
spooner.social,mastodon,4.2.0,2,1,1,1
multiplayer-notepad.net,mastodon,4.1.4,2,0,2,14
m.csgo.gg,mastodon,4.1.6,2,1,2,228
social.br0ken.de,mastodon,4.1.3,2,0,1,2
mstdn.crux.noho.st,mastodon,4.2.0,2,1,1,4
social.jtn.us,mastodon,4.1.4,2,1,1,435
mastodon.starlink.cz,mastodon,4.1.9,2,1,1,8
koneczny.info,mastodon,4.2.1,2,1,1,7
twitter4.me,mastodon,4.2.1,2,0,2,1
spt.social,mastodon,4.1.4,2,1,2,2
thebig.cc,mastodon,4.2.0,2,0,0,3
kishi.ch,mastodon,4.2.1,2,0,2,7
mas.xorbit.me,mastodon,4.2.1,2,1,1,68
hi.hearts.community,mastodon,4.1.4,2,1,2,4
bts.chat,mastodon,4.2.0+glitch,2,1,1,9
masterbatedone.social,mastodon,4.2.1,2,1,1,15
moss.vegas,mastodon,4.2.1,2,2,2,178
social.over-world.org,mastodon,4.1.2,2,1,1,13
caluser.social,mastodon,4.2.1,2,2,2,3
tentacleric.com,mastodon,3.5.2,2,0,1,717
ap.umedasp.co.jp,mastodon,3.5.3,2,0,1,9
mammouth.mulot.org,mastodon,4.2.0,2,1,1,7
tubage.social,mastodon,4.0.2,2,1,1,15
thenks.social,mastodon,4.2.1,2,2,2,38
nekton.social,mastodon,4.0.2,2,1,1,4
mastodon.dygytally.academy,mastodon,4.2.1,2,0,0,4
stgt.social,mastodon,4.2.0,2,1,1,483
deprix.nl,mastodon,4.1.1,2,0,0,12
social.3v3rt.nl,mastodon,4.1.6,2,0,2,5
vrparty.social,mastodon,4.2.1,2,2,2,45
xmob.social,mastodon,4.0.11,2,1,1,6
boba.fun,mastodon,4.2.1,2,0,0,57
parrygod.club,mastodon,4.2.1,2,1,1,44
social.vestbot.ca,mastodon,4.2.1,2,2,2,996
social.kreuder.me,mastodon,4.0.2,2,2,2,35
social.suburbia.au,mastodon,4.1.2,2,1,1,3
chat.qca.net,mastodon,4.1.2,2,2,2,15
social.halfling13.com,mastodon,4.0.2,2,1,1,77
ajm-central.duckdns.org,mastodon,4.1.4,2,1,2,113017
zeeland.social,mastodon,4.2.1,2,1,2,4
talk.wack.industries,mastodon,4.2.0,2,1,1,3
criticalrolestats.com,mastodon,4.2.0,2,2,2,1756
social.abxy.fr,mastodon,4.1.4,2,0,2,26
mmrw.de,mastodon,4.2.1,2,1,1,94
nekogenesis.com,mastodon,3.5.3,2,1,1,5
asmp.social,mastodon,4.2.1,2,1,1,19
mastodon.haetsal.me,mastodon,4.1.2,2,0,1,18
nerdcave.eu,mastodon,4.1.2,2,1,1,33
mastodon.familie-jauss.de,mastodon,4.1.7,2,1,2,2
doruidon.earth-metal.jp,mastodon,4.1.2,2,1,2,56
anus-jokes.social,mastodon,4.2.1,2,1,1,2
mastodon.rubend.nl,mastodon,4.2.1,2,0,0,2
info.performing-arts.ch,mastodon,4.2.1,2,1,1,74
mastodon.rockprofile.com,mastodon,4.2.1,2,1,1,3
tkschland.social,mastodon,4.1.5,2,0,2,1
mastodon.clausgames.com,mastodon,4.2.1,2,1,1,1
trillium7.com,mastodon,4.2.1,2,0,1,14
thisbot.day,mastodon,4.2.1,2,1,1,173
m.nobelpunk.de,mastodon,4.0.2,2,1,1,6
teamfmradio.masto.host,mastodon,4.2.1,2,2,2,13
mastodon.berton.me,mastodon,3.3.0,2,0,1,17
mastodon.adsaminu.com,mastodon,4.2.1,2,0,0,3
social.stately.ai,mastodon,4.2.1,2,2,2,219
redcook.social,mastodon,4.2.1,2,0,1,11
mastodon.rehtiniko.xyz,mastodon,4.2.0,2,1,1,2
blob.boo,mastodon,4.2.1,2,0,1,2
mastodon.sympatic.cloud,mastodon,4.2.0,2,0,1,3
mastodon.kirgus.net,mastodon,4.2.0,2,1,1,4
toot.fabulousfabs.fr,mastodon,4.2.0,2,2,2,31
mastodon.kosti.dev,mastodon,4.2.1,2,1,1,1
m.kc4kqe.org,mastodon,4.1.2,2,1,2,4233
mastodon.closedless.xyz,mastodon,4.1.4,2,0,1,1
mastodon.korbip.de,mastodon,4.0.2,2,1,1,3
social.thinkingguy.com,mastodon,4.0.2,2,2,2,21
lasagna.haus,mastodon,4.2.1,2,1,2,3
rickyleong.me,mastodon,4.2.1,2,2,2,19
boothtml.social,mastodon,4.2.1,2,0,2,7
mastodon.pressthebutton.pw,mastodon,4.2.0,2,1,2,17
neph.social,mastodon,4.2.1,2,2,2,15
don.rorea.moe,mastodon,4.0.2,2,0,1,2
social.sgsknote.org,mastodon,4.1.7,2,1,2,145
masto.emergenzehack.info,mastodon,3.4.10,2,0,0,407
mastodon.cab,mastodon,4.0.4,2,1,2,14
community.digitalcollections.nyc,mastodon,4.2.0,2,1,2,12
mastodon.stellbr.ink,mastodon,4.2.1,2,1,1,1
hhghhgh.envs.subut.ai,mastodon,3.3.0,2,0,0,2
social.citsc.de,mastodon,3.4.4,2,2,2,57
nrma.co,mastodon,4.3.0-alpha.0+YRYRi,2,2,2,87
thoughtify.space,mastodon,3.1.3,2,8,20,2753
hasacow.com,mastodon,4.0.2,2,1,2,2
social.informatic.ai,mastodon,4.2.1,2,2,2,4
comedyclub.social,mastodon,4.2.0,2,0,2,3
masto.queerscience.net,mastodon,4.2.0,2,1,2,11
v45423.1blu.de,mastodon,3.5.3,2,1,2,2
thisguy.wtf,mastodon,4.1.0,2,0,1,2
m.theself.cloud,mastodon,4.0.2,2,0,1,2
daytongang.social,mastodon,4.2.1,2,1,2,3
smilton.net,mastodon,4.0.2,2,0,1,1
toot.kabuff.club,mastodon,4.1.5,2,1,2,6
mastodon.zombor.net,mastodon,4.1.6,2,2,2,13
mastodon.mainasuk.com,mastodon,4.1.2,2,0,1,5
mastodon.mado.moe,mastodon,4.1.4,2,1,2,246
mastodon.lowol.org,mastodon,4.1.4,2,1,1,65
wetoot.xyz,mastodon,4.2.0-beta1,2,1,3,97
mastodon.nagaseyami.com,mastodon,4.2.1,2,2,6,352
sokial.kevread.fr,mastodon,4.2.0,2,2,2,110
schlechter.info,mastodon,4.2.1,2,1,1,3
mastodon-test-1.cameko.org,mastodon,4.0.2,2,0,0,4
masto.mcgeo.xyz,mastodon,3.5.3,2,2,2,20
mastodon.brainsplinter.com,mastodon,4.1.4,2,0,1,1
mastodon.trek3.io,mastodon,4.1.0,2,0,1,8
mastodon.ficosi.de,mastodon,4.0.2,2,1,2,3
fractalthreads.net,mastodon,4.1.2,2,0,2,4
social.tsst.net,mastodon,4.0.2,2,0,0,1
s.crschmidt.net,mastodon,4.2.0,2,0,0,11
folium-learning.social,mastodon,4.2.1,2,1,1,1
mst.fpotfk.org,mastodon,4.2.1,2,2,2,117
mstdn.xn--b4h400bgey186p.st,mastodon,4.1.2,2,1,2,56
mastodon.familleboisteau.fr,mastodon,4.2.0,2,2,3,8
mamuti.ieleja.lv,mastodon,4.2.1,2,2,2,94
social.schuldt.dev,mastodon,4.1.4,2,0,0,3
mastodon.thesmircios.synology.me,mastodon,4.1.2,2,1,2,43
hardly.social,mastodon,4.1.4,2,1,2,14
fedii.xn--n3haa.ws,mastodon,4.1.4,2,1,1,5
social.mclegoman.com,mastodon,4.2.1,2,2,2,57
mft.claudio.asia,mastodon,4.0.2,2,1,2,3
yumeka.pw,mastodon,4.2.1,2,1,2,10
mastodon.momose.org,mastodon,4.1.1,2,1,1,35
mastodon.net.au,mastodon,4.0.2,2,0,0,14
mt.onigiridon.com,mastodon,3.1.3,2,1,1,4152
mstdn.sastudio.jp,mastodon,3.3.0,2,1,1,158792
toot.xdncs.com,mastodon,4.0.2,2,1,1,7
www.omeowgle.com,mastodon,4.1.2,2,1,1,175
mastodon.bdmuvt.de,mastodon,4.1.4,2,0,2,1
social.hermanns.cloud,mastodon,4.2.1,2,0,1,2
mastodon.twibox.fr,mastodon,4.1.4,2,1,1,791
mastodon.wazongtest.de,mastodon,4.2.1,2,2,2,10
rosti.social,mastodon,4.2.1,2,2,2,6
fanfou.social,mastodon,4.1.2,2,2,2,2
common.social,mastodon,4.0.2,2,1,2,1
stee02.us.to,mastodon,4.2.0,2,1,1,1
mastodon.browarski.de,mastodon,4.2.0,2,1,1,10
mastodon.profiklickser.com,mastodon,4.0.2,2,1,1,21
mastodon.self-hosted.site,mastodon,4.2.1,2,1,2,1
famick.social,mastodon,4.1.10,2,2,2,1
social.detroit.hockey,mastodon,4.1.8,2,2,2,17
don.nakochi.me,mastodon,4.3.0-alpha.0,2,2,2,682
hacksaw.space,mastodon,3.5.3,2,0,0,3
misjump.net,mastodon,4.2.0,2,1,1,15
estrogen.cat,mastodon,4.1.4,2,1,2,1
mastodon.neshweb.net,mastodon,4.1.2,2,2,2,119
mastodon.jangho.io,mastodon,4.2.1,2,1,2,268
unlicensed.doctor,mastodon,4.1.6,2,1,1,27
s.neguse.net,mastodon,3.4.1,2,1,1,228
social.kinkster.dk,mastodon,4.1.7,2,0,2,12
mastodon.petripurho.com,mastodon,4.1.0,2,0,0,1
mastodon.luderer.net,mastodon,4.2.0,2,1,1,2
mastodon.dieandalusier.net,mastodon,4.1.4,2,1,2,9
toot.upthis.io,mastodon,4.2.1,2,0,1,3
mastodon.bekesi.org,mastodon,4.1.0,2,1,1,20
social.64i.de,mastodon,4.2.1,2,2,2,16
emsdetten.mastodon.info,mastodon,4.0.2,2,1,2,1
don.nekoport.com,mastodon,4.1.9,2,2,2,46718
mastodon.musicstudio.pro,mastodon,4.2.1,2,0,2,20
social.lecker.coffee,mastodon,4.2.1,2,2,2,125
social.di20.de,mastodon,4.1.4,2,0,0,2
social.pedalkickers.de,mastodon,4.0.2,2,0,2,8
feed.preston-ct.us,mastodon,4.0.2,2,0,1,2
mastodon.voreirl.tk,mastodon,4.1.4,2,0,2,299
education.masto.host,mastodon,4.2.1,2,2,2,13
social.zentonic.org,mastodon,4.2.1,2,2,2,13
mastodon.knoll.moe,mastodon,3.5.3,2,2,2,2
mastodon.lemonline.biz,mastodon,4.0.2,2,0,0,1
social.h12r.de,mastodon,3.5.3,2,0,0,1
mastodon.pertinent-ops.com,mastodon,4.0.2,2,1,2,4
fedi.selfprivacy.org,mastodon,4.1.6,2,1,2,1
spooks.boo,mastodon,4.0.2,2,2,2,25
fedi.niklas.network,mastodon,4.1.6,2,1,1,12
anikeen.social,mastodon,4.0.2,2,0,1,2
mastodon.pandapa.ws,mastodon,4.1.6,2,1,1,2
wireless.community,mastodon,4.2.1,2,0,2,1
mastodon.diniscorreia.com,mastodon,4.2.0,2,1,1,145
reactions-test.mara.guru,mastodon,4.1.4+glitch,2,1,2,6
mastodon.musubi.moe,mastodon,4.2.1,2,1,2,36
mastodon.fractalcoffee.duckdns.org,mastodon,4.1.3,2,1,2,257
social.proko.ovh,mastodon,4.2.0,2,1,1,44
mastodon.haxo.cz,mastodon,4.1.0,2,1,1,2
sec.rip,mastodon,4.1.6,2,1,1,8
dresserfamily.social,mastodon,4.2.1,2,1,1,1
xn--brd-zma.app,mastodon,4.0.2,2,0,1,1
tsubuyaki.choro3.net,mastodon,4.1.6,2,1,1,88
mokomokohouse.com,mastodon,4.0.2,2,1,1,475
don.r-pe.net,mastodon,4.2.1,2,2,2,130
mastodon.freumh.org,mastodon,4.1.9,2,1,1,43
mastodon.fedikong.com,mastodon,4.2.0,2,2,2,6
mastodon.hackerfoo.com,mastodon,4.1.9,2,1,2,40
mastodon.dlgreen.com,mastodon,4.1.10,2,1,2,47
mastodon.gbl08ma.com,mastodon,4.0.6,2,1,1,37
social.careerminder.io,mastodon,4.2.1,2,1,1,4
dev.mastodon.lmorchard.com,mastodon,4.0.0rc3,2,2,2,13
wezerl.com,mastodon,3.5.3,2,0,1,1
gaygary.com,mastodon,4.1.6,2,2,2,588
alice.haconiwa.hostdon.ne.jp,mastodon,4.2.1,2,1,1,619
mastodon.oxus.net,mastodon,4.2.0,2,0,0,1
secdev.vergoz.ch,mastodon,4.1.4,2,1,2,2
mstdn.chizroid.info,mastodon,4.2.1,2,2,2,449
m.kog.to,mastodon,4.1.4,2,3,3,320
blue-write.com,mastodon,4.2.1,2,2,2,510
mstdn-test.sublimer.me,mastodon,4.2.1,2,2,2,12
mastodon.lavalite.de,mastodon,4.1.0,2,1,2,3
social.fbsweb.de,mastodon,4.2.1,2,1,1,3
mastodon.lepik.eu,mastodon,4.2.1,2,1,2,20
mastodon.marcogiorgio.net,mastodon,4.2.1,2,2,2,420
fedi.lair.be,mastodon,4.2.1,2,2,2,865
mastodon.altillimity.com,mastodon,4.0.2,2,0,1,3
alwyzon.social,mastodon,4.2.0,2,2,2,3
st.alizoed.top,mastodon,4.1.5,2,0,2,2
mastodon.lanhq.be,mastodon,4.0.2,2,1,1,5
social.locrealloc.de,mastodon,4.1.6,2,2,2,6
orionfoundation.masto.host,mastodon,4.2.1,2,0,0,4
social.thunderkeys.net,mastodon,4.1.3,2,1,1,113
mastodon.ig.nore.me,mastodon,4.2.0,2,2,2,59
social.morgenroth.me,mastodon,4.2.0,2,1,2,51
mastodon.twiddlebang.org,mastodon,4.2.0,2,1,2,63
mastodon.schiessle.org,mastodon,4.2.0,2,1,1,5
www.nerdcave.eu,mastodon,4.1.2,2,1,1,33
social.machauer.dev,mastodon,4.1.4,2,1,1,1
roots.entangledothers.studio,mastodon,4.2.1,2,2,2,44
mastodon.spacegirl.nl,mastodon,4.2.1,2,0,0,3
social.prometheus.quest,mastodon,4.2.0,2,1,1,11
mastodon.xrh0905.top,mastodon,3.5.3,2,2,2,3
mastodon.hsslj.de,mastodon,4.2.0,2,2,2,4
minds.excession.llc,mastodon,4.2.1,2,0,1,10
mastodon.li7g.com,mastodon,4.1.9,2,1,1,2
mastodon.dakes.de,mastodon,4.1.9,2,1,9,10
social.cyber.harvard.edu,mastodon,4.2.1,2,0,1,26
social.brage.fr,mastodon,4.1.3,2,2,2,3753
mastodon.teamrocket.nz,mastodon,4.1.9,2,2,2,117
mastodon.islay.social,mastodon,4.2.0,2,2,2,107
panatropic.social,mastodon,4.1.3,2,1,1,29
social.luoe.dev,mastodon,4.2.1,2,1,2,4
social.dan.cloud,mastodon,3.5.3,2,1,1,2
mastodon.kiklhorn.cz,mastodon,3.5.3,2,1,1,355
mstdn.fedimix.dev,mastodon,4.1.2,2,2,2,3
mstdn.221b.uk,mastodon,4.2.1,2,0,1,20
social.ganba.re,mastodon,4.1.9,2,0,1,2
social.renshaw.au,mastodon,4.0.2,2,1,1,9
mastodon.effektio.org,mastodon,4.0.0rc3,2,0,1,218
mastodon.kurumah.dev,mastodon,4.2.1,2,2,2,641
social.pacna.org,mastodon,4.1.7,2,0,1,224
mastodon.kodeklang.social,mastodon,4.2.1,2,2,2,70
toot.zehaeva.com,mastodon,4.0.2,2,1,1,14
mastodon.ramatak.com,mastodon,4.1.4,2,1,1,18
mastodon.rpsychologist.com,mastodon,4.2.0,2,1,2,80
m.marchbox.com,mastodon,4.2.1,2,1,1,320
mastodon.naiveapps.com,mastodon,4.2.1,2,2,2,9
mastodon.inreach.net,mastodon,4.2.1,2,0,2,11
mastodon.ccqjv.com,mastodon,4.2.1,2,2,2,4
toot.teh.dog,mastodon,4.0.2,2,0,1,1
drykath.red,mastodon,4.1.6,2,1,2,1
mastodon.esparrec.net,mastodon,4.1.9,2,1,2,10
mastodon.mongoot.synology.me,mastodon,4.1.2,2,0,2,11
wjlafrance.net,mastodon,4.0.2,2,0,0,1
net.mastodontrends.com,mastodon,3.5.3,2,0,0,16
social.lifetime.academy,mastodon,4.2.1,2,0,0,20
usdr.social,mastodon,4.2.1,2,0,1,1
uforeport.de,mastodon,4.2.1,2,1,1,30
hammer.viking-gaming.community,mastodon,4.0.2,2,0,0,2
smpl.hostdon.ne.jp,mastodon,4.2.1,2,0,2,6
freizeitparks.social,mastodon,4.2.1,2,0,1,2
unocha.social,mastodon,4.2.0,2,1,1,496
masto.spottyer.one,mastodon,4.2.1,2,2,2,9
social.schwarzer.dev,mastodon,4.2.0,2,2,2,477
husky.xyz,mastodon,4.2.0,2,1,2,3
mastodon.gizm0.dev,mastodon,4.1.4,2,1,2,20
mastodon.8086.net,mastodon,4.2.1,2,1,1,17
social.jh220.de,mastodon,4.2.1,2,1,3,3
mastodon.living.tech,mastodon,4.2.1,2,1,3,43
social.callingallpapers.com,mastodon,4.2.1,2,1,1,1374
mastodon.gamespirit.eu,mastodon,4.1.6,2,2,2,9
social.willfurnell.com,mastodon,4.1.6,2,1,1,36
