domai,application,version,accounts,MAU,HYAU,posts
hivemind.plus,mastodon,4.2.10,9,2,4,1851
marimoko.biz,mastodon,4.1.15,9,3,13,3305
extraordinarygeeks.social,mastodon,4.2.10,9,1,14,14
dan.mastohon.com,mastodon,4.2.10,9,5,6,16431
mastodon.muage.org,mastodon,4.2.10,9,3,4,24741
redpanda.pics,mastodon,3.5.3,9,4,5,1349
md.ggtea.org,mastodon,3.5.10 06f906acac,9,2,3,15892
xerrem.xyz,mastodon,4.2.10,9,6,8,21960
glitch.taks.garden,mastodon,4.3.0-trans_rights\u0026blm\u0026gaza+glitch,9,1,1,12010
darktundra.xyz,mastodon,4.2.10,9,7,7,52974
mastodon.praxis.red,mastodon,4.2.10,9,4,5,1539
mublog.nl,mastodon,4.2.10,9,5,6,7842
internetsladd.se,mastodon,4.2.10,9,1,4,1006
procolix.social,mastodon,4.2.10,9,3,3,4856
physchem.science,mastodon,4.2.10,9,4,5,28369
boteden.com,mastodon,4.2.10,9,6,7,58220
mastodon.bhop.zone,mastodon,4.2.10,9,4,6,386
toot.team.jetzt,mastodon,4.2.10,9,6,8,6301
toot.lmorchard.com,mastodon,4.2.10,9,1,2,1432
page.lgbt,mastodon,4.3.0-alpha.3+glitch,9,5,10,7163
fd00.space,mastodon,4.2.10,9,3,4,1418
disobey.net,mastodon,4.2.10,9,7,8,13722
lumberjacks.social,mastodon,4.2.7,9,7,7,12293
ginpatu.moe,mastodon,4.2.7,9,5,5,895
social.main-angler.de,mastodon,4.2.10,9,3,4,488
mastodon.m1234.de,mastodon,4.2.10,9,4,5,443
chatter.quux.world,mastodon,4.2.10,9,3,4,1224
gotgoat.com,mastodon,4.2.10,9,3,5,1238
mastodon.novylen.net,mastodon,4.2.10,9,1,3,9386
mastodon.thenewoil.org,mastodon,4.2.10,9,7,8,1781
ordinary.cafe,mastodon,4.3.0-alpha.5+glitch,9,6,7,4427
mstdn.taiha.net,mastodon,4.3.0-alpha.4,9,2,2,2216
mstdn.hiyuki2578.net,mastodon,4.3.0-alpha.5,9,1,2,61624
saskodon.ca,mastodon,4.2.10,9,9,9,7408
fouroclockfarms.club,mastodon,4.3.0-alpha.5+glitch,9,7,8,14906
agora.ilot.io,mastodon,4.2.10,9,4,7,586
ajtaci.club,mastodon,4.2.10,9,1,1,194
allovertheplace.ca,mastodon,4.3.0-alpha.5+glitch,9,8,9,2687
arasaka.vip,mastodon,4.2.10,9,1,6,508
awoo.fi,mastodon,4.3.0-alpha.5+glitch,9,1,3,13
beepboop.one,mastodon,4.2.10,9,5,5,72763
crashloop.social,mastodon,4.2.10,9,3,6,3558
cysec.social,mastodon,4.2.10,9,7,9,3827
dgc.social,mastodon,4.2.10,9,9,9,987
dog-pound.de,mastodon,4.2.10,9,7,9,1473
dorset.social,mastodon,4.2.10,9,5,5,410
exito.social,mastodon,4.2.10,9,4,7,128
ferry.host,mastodon,4.1.4,9,4,5,23
fission.social,mastodon,4.2.10,9,7,8,370
fpv.social,mastodon,4.2.10,9,5,11,427
geek.gay,mastodon,4.3.0-alpha.4+glitch,9,3,4,467
greatjustice.net,mastodon,4.2.7,9,1,1,1739
libertynode.net,mastodon,4.2.10,9,8,8,14049
masto.colonelkrud.com,mastodon,4.2.10,9,5,9,124
mastodon.dystroy.org,mastodon,4.0.2,9,5,7,2122
mastodon.nether.net,mastodon,4.1.4,9,0,2,20
mastodon.re,mastodon,4.2.10,9,3,10,150
mastodon.sexypokemon.xyz,mastodon,4.2.10,9,3,3,576
masto.mtcrew.org,mastodon,4.1.4,9,1,1,298
moris.social,mastodon,4.2.10,9,5,25,223
m.tgl.eu,mastodon,4.2.10,9,2,6,347
mudhut.social,mastodon,4.2.10,9,2,5,1535
neckarwie.se,mastodon,4.2.10,9,3,4,1520
nullisland.social,mastodon,4.0.2,9,2,6,106
orbiscognito.com,mastodon,4.1.4,9,0,3,158
paw.best,mastodon,4.2.10,9,1,2,848
postb.org,mastodon,4.2.10,9,1,2,9
provo.lol,mastodon,4.1.4,9,2,3,3763
quietzero.net,mastodon,4.2.10,9,2,2,507
quixotic.info,mastodon,4.2.10,9,1,2,152
rect.al,mastodon,4.2.10,9,3,3,898
romeros.link,mastodon,4.2.10,9,1,1,100
saasycloud.social,mastodon,4.2.10,9,1,2,1067
sci.kiwi,mastodon,4.2.10,9,2,3,145
sharktale.xyz,mastodon,4.3.0-alpha.3+-20240228,9,2,3,1790
sindicato.social,mastodon,4.2.8,9,3,3,298
social.accum.se,mastodon,4.2.10,9,2,11,89
social.adlerweb.info,mastodon,4.2.10,9,7,9,17163
social.filik.eu,mastodon,4.2.10,9,5,7,571
social.kendoo.eu,mastodon,4.2.10,9,3,7,3494
social.khajiit.de,mastodon,4.2.9,9,3,7,886
social.macg.co,mastodon,4.2.10,9,6,8,11187
social.meissa-gmbh.de,mastodon,4.2.10,9,2,3,57869
social.nah.re,mastodon,4.2.10,9,4,6,47288
social.r4v3.party,mastodon,4.3.0-alpha.5,9,2,7,256
social.sparkles.cafe,mastodon,4.2.8,9,2,2,487
social.theindiestone.com,mastodon,4.2.10,9,4,5,347
social.transpeak.lgbt,mastodon,4.3.0-nightly.2024-02-17-security+glitch,9,2,3,1105
social.vaguelydamp.com,mastodon,4.2.10,9,2,3,47
spacerslike.us,mastodon,4.2.10,9,1,2,238
techopolis.social,mastodon,4.2.10,9,6,7,3389
tewt.me,mastodon,4.1.4,9,1,2,695
tnku.co,mastodon,4.2.10,9,3,5,4780
toot.ale.gd,mastodon,4.2.7,9,4,9,4447
toot.diglet.ca,mastodon,4.2.7,9,2,7,35
trivia.to,mastodon,4.2.10,9,1,3,339
vltava.cloud,mastodon,4.2.10,9,2,10,4936
kiefersfelden.social,mastodon,4.2.10,9,1,2,43
m.cestlavie.moe,mastodon,4.2.8,9,0,2,6073
social.meyer.cz,mastodon,4.2.10,9,4,5,7592
mastodon.aventer.biz,mastodon,3.5.17,9,4,4,11383
windscribe.social,mastodon,4.1.0,9,1,6,19
haylandt.social,mastodon,4.2.10,9,0,2,79
toot.ecclesias.net,mastodon,4.2.10,9,2,3,36
social.fcourtois.net,mastodon,4.2.10,9,7,8,3901
mas.neuroscience.day,mastodon,3.5.1,9,1,2,194
juso.social,mastodon,4.1.2,9,0,1,62
sneakerwave.net,mastodon,4.2.10,9,3,5,139
mastodon.minetestserver.ru,mastodon,4.2.10,9,5,6,114
mastodon.3fx.ch,mastodon,4.2.10,9,5,7,2832
dabzyum.masto.host,mastodon,4.2.10,9,0,6,176
amigos.family,mastodon,4.2.10,9,3,5,330
owns.com,mastodon,4.2.7,9,0,4,56
wolfhaus.me,mastodon,4.2.10,9,1,1,807
masse.xn--qubec-csa.tk,mastodon,3.4.1,9,1,2,608
mastodon.mathys.social,mastodon,4.2.10,9,4,5,305
nalocal519.social,mastodon,3.5.19,9,0,2,1125
miltackink.space,mastodon,4.2.9,9,2,2,36
audiophile-mastodon.com,mastodon,4.1.2,9,0,3,20417
fedpic.com,mastodon,4.2.10,9,9,9,51490
mastodon.karottenfabrik.net,mastodon,4.2.10,9,2,3,52
social.kherson.dcomm.net.ua,mastodon,4.2.10,9,3,5,590
285936586.masto.host,mastodon,4.2.10,9,2,5,18360
mipuertorico.social,mastodon,4.2.10,9,2,11,79
deepwoodsocial.net,mastodon,4.2.10,9,4,9,86
mastodonkenya.com,mastodon,4.2.9,9,4,9,4504
sosyal.ihlal.net.tr,mastodon,4.2.10,9,3,9,70
mstdn.crmbl.uk,mastodon,4.2.10,9,8,8,10384
social.hach.chat,mastodon,4.2.3,9,3,4,52
toot.gaiac.io,mastodon,4.2.10,9,7,8,11914
socjalizuj.wiewiu.re,mastodon,4.2.5,9,1,1,41
mastodon.mel.social,mastodon,4.2.10,9,2,3,536
mastodon.lwr.wtf,mastodon,4.2.10,9,4,5,265
social.publicspaces.net,mastodon,4.2.10,9,5,8,1145
mastodon.fightforthefuture.org,mastodon,4.2.10,9,2,3,758
md.wikiwiki.li,mastodon,4.2.10,9,8,9,7631
mastodon.unknownrealm.org,mastodon,4.2.10,9,1,2,157
molotov.sanrizuka-struggle.com,mastodon,4.2.10,9,8,8,30688
social.alton.cloud,mastodon,4.2.10,9,5,8,398
toot.oar-online.uk,mastodon,4.2.10,9,4,5,7504
md.therwi.sawrams.ru,mastodon,4.3.0-alpha.4+chuckya,9,7,10,290
social.mastolivre.fr,mastodon,3.5.3,9,0,1,6
social.kleinerdrei.org,mastodon,4.2.10,9,7,8,1395
mastodon.silkroad.net,mastodon,4.2.0,9,0,1,128
ma.diacrown.com,mastodon,4.2.10,9,7,7,11092
social.sssa.africa,mastodon,4.2.10,9,9,10,69
social.uni-wuppertal.de,mastodon,4.2.10,9,3,10,6
mastodon.furrybrigade.net,mastodon,4.2.8,9,1,1,31
mastodon.magex.hu,mastodon,4.2.8,9,8,9,5
mastodon.batato.be,mastodon,4.3.0-alpha.5+glitch,9,1,1,233
mastodon.ddns.net,mastodon,4.2.8,9,9,11,33
m2.krivulcik.com,mastodon,3.4.4,9,5,5,660
chirper.com.au,mastodon,4.0.2,9,2,5,396
social.precz.org,mastodon,4.2.8,9,7,9,182
mastodon.hns.au,mastodon,4.2.10,9,2,11,19
test.kirishima.cloud,mastodon,4.3.0-alpha.0+glitch,9,1,1,352
mastodon.mikmak.cc,mastodon,4.2.7,8,3,9,119781
zdf.social,mastodon,4.1.18,8,3,5,12173
oldfriends.live,mastodon,4.2.10,8,4,5,21518
mastodon.tucsonsentinel.com,mastodon,3.5.3,8,1,2,6206
social.kramse.org,mastodon,4.2.10,8,4,7,6840
social.nubecula.org,mastodon,4.2.10,8,1,1,152
routing.center,mastodon,4.2.10,8,3,4,37
cascarilla.social,mastodon,4.2.10,8,6,7,5440
phalanstere.social,mastodon,4.2.10,8,7,7,24788
mastodon.chaosfield.at,mastodon,4.2.10,8,6,7,11197
greenpeace.social,mastodon,4.2.5,8,2,4,84
fedi.turbofish.cc,mastodon,4.2.10,8,2,2,3277
social.admin.ch,mastodon,4.2.10,8,5,6,719
nekoland.fangluo.top,mastodon,4.1.5,8,0,2,4147
c64.social,mastodon,4.2.10,8,4,12,8323
ec.social-network.europa.eu,mastodon,4.2.10,8,7,8,3319
ol2ol.com,mastodon,4.1.18,8,8,8,46357
tapbots.social,mastodon,4.2.10,8,6,6,16956
corn.social,mastodon,4.2.10,8,1,1,988
rukii.net,mastodon,4.2.10,8,4,4,2201
loud.computer,mastodon,4.3.0-alpha.5+glitch,8,5,7,8047
flaki.social,mastodon,4.2.10,8,7,7,4823
mastodon.bergen.social,mastodon,4.2.10,8,7,7,1333
mastodon.hardcoredevs.com,mastodon,4.2.10,8,2,2,7115
hota.hirachon.otakan.jp,mastodon,4.2.10,8,8,8,243291
openstringshow.com,mastodon,4.2.10,8,5,10,8077
masto.brightfur.net,mastodon,3.5.17+glitch,8,4,5,58956
social.aa.net.uk,mastodon,4.2.10,8,6,6,1104
hobbs-end.uk,mastodon,4.2.10,8,5,6,970
mastodon.flaircheck.ca,mastodon,4.2.8,8,3,4,11
abend.social,mastodon,4.2.10,8,7,7,2824
mastodon.melroy.org,mastodon,4.2.10,8,2,2,2006
lucha.nyc,mastodon,4.2.10,8,1,14,1338
threads.social,mastodon,4.1.4,8,3,3,38
meerjungfrauengrotte.de,mastodon,4.3.0-alpha.5+glitch,8,3,4,10685
toolsforthought.social,mastodon,4.2.10,8,6,7,13028
ozlabs.house,mastodon,4.2.10,8,6,7,1525
mastodon.hccp.org,mastodon,4.2.10,8,2,4,7769
toot.fan,mastodon,4.2.10,8,2,13,690
mstd.seungjin.net,mastodon,4.2.10,8,5,6,24788
social.fifteen40.com,mastodon,4.2.10,8,1,2,1898
social.undeadnetwork.de,mastodon,4.2.8,8,3,7,283
lily.network,mastodon,4.2.10,8,2,3,24117
federated.place,mastodon,4.1.15,8,2,15,59
social.oevents.co.za,mastodon,4.2.7,8,2,3,8495
mastodon.myocci.social,mastodon,4.2.10,8,4,5,3591
mstdn.home.neso.tech,mastodon,4.1.6-nesotech.1,8,2,3,117064
scalie.zone,mastodon,4.3.0-alpha.5+glitch,8,8,8,7250
social.nextgamers.eu,mastodon,4.2.10,8,2,5,309
vmh.rest,mastodon,4.2.10,8,2,5,388
acc4e.com,mastodon,4.2.10,8,4,6,2185
anywise.net,mastodon,4.1.16,8,1,3,321
arrrgh.online,mastodon,4.1.17,8,1,3,577
ashlande.rs,mastodon,4.2.9,8,1,3,323
atheopagan.net,mastodon,4.2.10,8,3,5,739
awwter.online,mastodon,4.2.10,8,2,2,64796
bayerwald.social,mastodon,4.2.10,8,7,8,240
bearologics.social,mastodon,4.2.10,8,2,4,1507
beyondgender.social,mastodon,4.2.10,8,0,3,164
birb.casa,mastodon,4.2.10,8,3,5,247
blackrocks.social,mastodon,4.2.7,8,4,8,729
boy.s.cz,mastodon,4.2.7,8,3,20,5672
bytepark.social,mastodon,4.2.10,8,0,1,3625
circus.town,mastodon,4.0.2,8,4,5,106343
cloudycrux.es,mastodon,4.1.4,8,0,0,65
computermuseum.social,mastodon,4.1.4,8,3,4,150
coywolf.social,mastodon,4.2.10,8,5,6,28986
digressive.me,mastodon,4.1.2,8,5,5,481
east17.org,mastodon,4.2.10,8,4,5,3223
eay.social,mastodon,4.2.10,8,6,6,10906
faithcollapsing.com,mastodon,4.2.10,8,2,2,13551
fanscannabis.club,mastodon,4.2.10,8,5,8,105
fediverse.xavin.net,mastodon,4.3.0-alpha.5+glitch,8,4,4,10109
gamedev.berlin,mastodon,4.2.10,8,4,4,341
geekhaven.social,mastodon,4.1.5+glitch,8,0,1,59
hom.ph,mastodon,4.2.10,8,3,3,11111
johnmastodon.eu,mastodon,4.3.0-alpha.5+glitch,8,1,1,118
juju.house,mastodon,4.1.15,8,2,3,4964
junebug.masto.host,mastodon,4.2.10,8,1,1,397
kulturfront.org,mastodon,4.0.2,8,1,4,317
learnk8s.news,mastodon,4.2.10,8,7,7,5236
masto.asonix.dog,mastodon,4.2.10+asonix-changes,8,5,5,49957
masto.binaryworks.ca,mastodon,4.2.10,8,0,1,84
mastodaix.de,mastodon,4.2.10,8,4,5,3926
mastodon.adamgeitgey.com,mastodon,4.2.7,8,1,3,1199
mastodon.girino.org,mastodon,4.2.10,8,2,4,2320
mastodon.heavymusic.rocks,mastodon,4.2.10,8,2,5,10186
mastodon.inubo.ch,mastodon,3.5.5,8,2,8,41
mastodon.preppers-shelter.nl,mastodon,4.2.10,8,2,13,2918
mastodon.rockhost.se,mastodon,4.2.10,8,1,2,24
mastodon.savvy.ch,mastodon,4.2.10,8,6,7,12590
mastodon.straylight.engineering,mastodon,4.2.7,8,1,3,260
mastodon.zazamankh.com,mastodon,4.2.10,8,0,1,85
messydesk.social,mastodon,4.2.10,8,6,6,7536
micro.baixllobregat.social,mastodon,4.2.3,8,2,2,4801
middleearth.social,mastodon,4.2.10,8,0,10,30
m.krbonne.net,mastodon,4.1.18,8,1,1,277
monogram.org,mastodon,4.2.8,8,1,3,520
moo.nz,mastodon,4.2.10,8,4,5,633
moores.org,mastodon,4.0.2,8,1,1,75
mstdn.thndl.com,mastodon,4.2.10,8,3,3,17036
mst.thumped.com,mastodon,4.1.4,8,2,5,1361
m.tweepsmap.com,mastodon,4.2.5,8,3,3,1850
networkteam.social,mastodon,4.2.5,8,5,5,229
nuklear.family,mastodon,4.2.10,8,1,1,324
nullpointer.org,mastodon,4.1.3,8,6,6,3102
old.sharlayan.city,mastodon,4.3.0-alpha.5+qdon.glitch,8,4,4,507
pachyder.me,mastodon,4.1.14,8,5,5,8210
pardal.agoranet.info,mastodon,4.0.2,8,0,2,26
pigeon.place,mastodon,4.3.0-alpha.5+glitch,8,2,4,1578
prsm.space,mastodon,4.2.7,8,2,3,4503
psst.al0.de,mastodon,4.2.10,8,5,5,844
rack.social,mastodon,4.2.10,8,2,3,31
racoon.social,mastodon,4.2.10,8,6,8,809
rebel-lion.uk,mastodon,4.1.18,8,2,2,1573
rempath.social,mastodon,4.2.10,8,4,8,13
rubberchicken.social,mastodon,4.2.7,8,1,4,879
rustodon.hopto.org,mastodon,4.2.9,8,2,4,1171
san-antonio.social,mastodon,4.2.7,8,3,3,1587
seeedstudio.social,mastodon,3.5.3~hello,8,0,1,6
skunkhollow.tech,mastodon,4.2.7,8,2,3,271
snowmans.land,mastodon,4.2.10,8,4,5,8489
soc.bosio.info,mastodon,4.1.18,8,1,1,1002
social.authorhelp.uk,mastodon,4.2.10,8,1,10,1059
social.b4tech.cc,mastodon,4.2.10,8,2,4,55
social.dib.de,mastodon,4.2.10,8,4,7,1446
social.elbespace.de,mastodon,4.2.10,8,3,7,1220
social.exo.icu,mastodon,4.2.10,8,8,9,13659
socialis.me,mastodon,4.2.10,8,3,5,81
social.lochetfamily.com,mastodon,4.2.10,8,2,5,39
social.nerdnet.ovh,mastodon,4.2.4,8,2,6,287
social.sachsen.de,mastodon,4.2.10,8,4,5,178
social.scribblers.club,mastodon,4.2.10,8,2,4,62503
social.trout.garden,mastodon,4.3.0-alpha.3+glitch,8,3,3,1311
social.villains.live,mastodon,4.2.10,8,1,1,55
spezi.social,mastodon,4.2.10,8,6,6,2991
talos.link,mastodon,4.2.10,8,1,1,693
tiphon.nerv-project.eu,mastodon,4.3.0-nightly.2024-07-18+glitch,8,5,6,1049
toot.org.il,mastodon,4.2.10,8,3,4,505
toot.sh,mastodon,4.2.10,8,2,5,294
trees.social,mastodon,4.2.10,8,8,8,10593
trilobite.space,mastodon,4.2.10,8,2,3,412
twoot.space,mastodon,4.2.7,8,3,4,658
typing.ink,mastodon,4.2.10,8,4,4,863
ull.social,mastodon,4.1.0,8,2,7,48
vivaristics.net,mastodon,4.2.10,8,7,7,2028
www.blabbergoats.com,mastodon,4.0.2,8,1,14,293
xcloud.zone,mastodon,4.2.8,8,2,3,287
blubrry.chat,mastodon,4.2.10,8,2,3,80
internaut.club,mastodon,3.5.3,8,0,1,82
sns.lightnovel.jp,mastodon,4.2.10,8,6,7,101824
algebra.chat,mastodon,3.5.9,8,2,2,52
cerb.social,mastodon,4.2.10,8,1,4,52
mastoscat.club,mastodon,4.2.10,8,6,8,1040
porkribs.social,mastodon,4.0.2,8,5,5,283
ele.godshome.info,mastodon,4.1.6,8,1,3,1244
sona.live,mastodon,4.2.10,8,3,6,433
social.atovia.org,mastodon,4.0.2,8,0,5,14
mstdn.anchel.nl,mastodon,4.2.10,8,7,10,289
huaren.social,mastodon,3.1.3,8,2,967,963
nobert.zone,mastodon,4.2.10,8,1,1,321
justfollow.me.uk,mastodon,4.2.10,8,2,4,63
love.alicecomplex.com,mastodon,4.2.7,8,5,5,2159
publichouse.mensgardening.club,mastodon,4.2.7,8,7,8,412
swisttal.social,mastodon,4.2.10,8,2,4,56
toot.dswhi.com,mastodon,4.2.10,8,5,8,90
okde.me,mastodon,4.2.10,8,4,5,783
social.learnlangs.com,mastodon,4.2.10,8,2,8,84
mastodon.altf4.fun,mastodon,4.0.2,8,3,6,11339
aoikaze.social,mastodon,4.2.10,8,1,3,151
social.pp.lu,mastodon,4.2.10,8,0,0,10
eleutheria.masto.host,mastodon,4.2.10,8,6,7,171
social.goose.rodeo,mastodon,4.2.7,8,4,5,1248
mastodon.derpstra.nl,mastodon,4.2.10,8,7,7,5923
friendshavingfuntogether.com,mastodon,4.2.10,8,6,7,546
social.collies.dev,mastodon,4.1.5,8,0,7,11
mastodon.mgtow.pl,mastodon,4.2.8,8,1,2,38
social.netlandish.com,mastodon,4.2.10,8,0,2,3
social.niyawe.de,mastodon,4.2.10,8,3,3,205
social.bloom.casa,mastodon,4.2.10,8,2,3,55
mastodon.tymoon.eu,mastodon,4.2.10,8,3,3,5696
mstdn.nrkn.fr,mastodon,4.2.10,8,6,6,12912
teamhydra.social,mastodon,4.1.4,8,1,26,25
mastodon.hellsite.net,mastodon,3.4.4,8,1,1,1161
mastodon.keks.club,mastodon,4.2.10,8,3,6,59316
mastodon.common.se,mastodon,4.2.10,8,2,4,2747
danonidon.azarakko.net,mastodon,4.1.0,8,0,3,155
cosocial.engineering,mastodon,4.2.10,8,2,6,76
itsmf.online,mastodon,4.0.2,8,0,2,7
toot.ebu.io,mastodon,4.2.10,8,0,1,12
haltia.social,mastodon,4.2.10,8,1,8,15
masto.dufeudev.fr,mastodon,4.3.0-alpha.4,8,7,8,79
don.zr23.aomori.jp,mastodon,4.2.10,8,3,5,374
arezzo.one,mastodon,4.0.2,8,1,2,16
246135.xyz,mastodon,4.0.2,8,1,5,784
social.thedevane.family,mastodon,4.2.10,8,3,8,95
mn.statyvka.org.ua,mastodon,4.2.10,8,0,3,421
fefu.social,mastodon,4.2.3,8,0,4,27
twogate.social,mastodon,4.2.5,8,2,3,433
tt.vvxq.ca,mastodon,3.5.3,8,3,5,13538
www.zohup.com,mastodon,4.2.10,8,4,8,0
gonk.social,mastodon,4.2.10,8,2,4,617
hawk.acosi.com,mastodon,4.2.10,8,6,7,646
don.haru3.me,mastodon,4.2.10,8,7,7,16181
60jj.masto.host,mastodon,4.2.10,8,1,7,635
marinthecatto.com,mastodon,4.2.10,8,0,2,5
peal.mydns.jp,mastodon,4.1.2,8,6,10,326
fnya.ggtea.org,mastodon,3.5.10,7,1,2,2179
manitu.social,mastodon,4.2.10,7,6,6,2507
nerdjoy.social,mastodon,4.2.10,7,4,5,9590
gamerplus.org,mastodon,4.2.8,7,3,7,747
datavis.social,mastodon,4.2.10,7,3,7,443
goettingen.social,mastodon,4.2.10,7,4,5,460
dimension.host,mastodon,4.3.0-alpha.3+dimension,7,6,7,27826
devil-children-alitaso.com,mastodon,4.3.0-alpha.3,7,2,2,20834
mastodon.progaccess.net,mastodon,4.2.10,7,4,7,2070
toot.dusepo.co.uk,mastodon,4.2.10,7,6,6,18270
exmormon.social,mastodon,4.2.10,7,2,22,4304
cytag.nl,mastodon,4.2.10,7,5,5,2039
m.fedica.com,mastodon,4.2.5,7,6,6,2090
thelake.town,mastodon,4.0.2,7,2,5,10254
hutt.social,mastodon,4.2.10,7,5,6,7835
everythingbagel.social,mastodon,4.3.0-alpha.5,7,5,8,550
toot.nsgn.eu,mastodon,4.2.10,7,2,17,155
social.jcs-net.de,mastodon,4.2.10,7,3,14,5493
xyzyx.org,mastodon,4.1.13,7,1,6,8970
top-netz.de,mastodon,4.2.10,7,7,11,1518
abyssdomain.expert,mastodon,4.2.10,7,5,5,1353
interlace.space,mastodon,4.3.0-alpha.5+glitch,7,4,4,2881
mentalhealth-masto.com,mastodon,4.2.10,7,1,30,1427
fox.nexus,mastodon,4.3.0-alpha.5+glitch,7,7,7,7645
breakpoint.cafe,mastodon,4.2.10,7,5,5,4112
social.igotout.de,mastodon,4.2.10,7,1,2,1599
embassy.social,mastodon,4.2.10,7,3,3,92788
sin.tyaku.com,mastodon,3.0.1,7,1,1,6986
correctiv.social,mastodon,4.2.7,7,1,4,570
mastodon.parleur.net,mastodon,4.2.10,7,4,4,38963
nangang.travnewmatic.com,mastodon,4.2.10,7,1,1,5205
toot.fedilab.app,mastodon,4.2.10,7,1,3,5194
social.openearth.org,mastodon,4.2.10,7,2,2,59
social.growyourown.services,mastodon,4.2.10,7,5,7,6505
somewhy.net,mastodon,4.2.10,7,4,7,1648
vive.im,mastodon,4.1.18,7,7,7,164152
masto.deluma.biz,mastodon,4.2.8,7,5,7,10341
omoro.info,mastodon,4.1.5,7,2,3,10251
asstodon.social,mastodon,4.2.10,7,3,3,14585
mastodon.geekery.org,mastodon,4.2.10,7,3,5,882
mkultra.monster,mastodon,4.2.10,7,3,7,4027
waff.club,mastodon,4.2.8,7,3,6,830
masto.hivane.net,mastodon,4.2.10,7,4,5,793
mstd.ink,mastodon,4.2.10,7,4,6,1113
mstdn.fedi.kirigiri.me,mastodon,4.3.0-alpha.5+glitch,7,5,7,40293
atsuchan.page,mastodon,3.4.10+glitch+atsu1125,7,2,2,29022
pubeurope.com,mastodon,4.1.18,7,7,7,206632
tams.tech,mastodon,4.2.10,7,5,6,3609
burningnebula.net,mastodon,4.2.10,7,2,3,1651
simonwillison.net,mastodon,4.2.10,7,3,3,7042
freedomofspee.ch,mastodon,4.3.0-alpha.5+glitch,7,4,4,15823
don.gomasy.jp,mastodon,4.2.10,7,5,6,82416
queerspirituality.social,mastodon,4.2.10,7,3,4,7226
miscreants.party,mastodon,4.2.10,7,1,4,590
bluenoser.me,mastodon,4.2.10,7,4,5,5240
scrivimi.ch,mastodon,4.1.2,7,0,5,10
eozygodon.com,mastodon,4.2.10,7,1,2,2889
0rb.it,mastodon,4.2.10,7,2,2,263
snarthelg.no,mastodon,4.2.10,7,1,1,708
realms.jardin-des-slimes.fr,mastodon,4.2.7,7,1,4,177
rlidea.com,mastodon,4.3.0-alpha.4+qdon.glitch,7,2,3,3897
cocoronavi.net,mastodon,4.3.0-alpha.5,7,5,5,23046
toot.me.uk,mastodon,4.2.10,7,5,6,15252
social.helios42.de,mastodon,4.2.10,7,3,6,3359
curmudgeon.cafe,mastodon,4.2.10,7,5,6,24309
mastodon.hamburg,mastodon,4.2.10,7,8,16,295
spacehost.team,mastodon,4.2.5,7,4,6,65
irrelephant.co,mastodon,4.2.10,7,6,8,3263
meganekeesu.tokyo,mastodon,4.2.8,7,5,7,8554
mastodon.futaba.social,mastodon,4.1.4,7,2,4,948
tarasupadon.com,mastodon,4.2.10,7,4,4,63317
covelline.social,mastodon,4.2.10,7,6,6,767
13bells.com,mastodon,4.2.10,7,4,7,10630
adistance.tk,mastodon,4.1.4,7,1,2,568
adtech.life,mastodon,4.2.10,7,0,2,40
anubis.social,mastodon,4.1.13,7,4,6,11276
apricot.social,mastodon,4.2.10,7,6,6,2200
arathe.net,mastodon,4.3.0-alpha.5,7,4,5,39919
artcrimes.gay,mastodon,4.3.0-alpha.5+glitch.0713_5464224,7,6,7,3059
asylum.nz,mastodon,4.3.0-alpha.3+glitch,7,5,6,2588
audio-video.tech,mastodon,4.2.10,7,0,18,368
beeslink.com,mastodon,4.2.10,7,4,6,1599
bequeme-couch.de,mastodon,4.2.10,7,3,4,243
betterconversations.online,mastodon,4.2.10,7,1,2,214
billsmafia.social,mastodon,4.2.8,7,3,4,1661
catlang.social,mastodon,4.3.0-nightly.2024-07-07+glitch,7,6,8,117
ccrvb.com,mastodon,3.5.3,7,2,3,502
cheddarcrackers.club,mastodon,4.1.10,7,4,4,5208
colliderbias.net,mastodon,4.2.10,7,2,3,688
cornerbooth.chat,mastodon,4.2.8,7,1,4,347
cozy.chat,mastodon,4.2.10,7,1,2,58
datacorner.social,mastodon,4.2.10,7,3,4,55
decentralis.social,mastodon,4.2.10,7,2,2,15158
demoncore.info,mastodon,4.2.10,7,0,2,336
dogs.chat,mastodon,4.2.10,7,2,4,137
dreamersreality.dev,mastodon,4.2.10,7,3,3,283
e.co.za,mastodon,4.2.10,7,0,1,17
electron.ninja,mastodon,4.2.10,7,2,2,2240
elephantelephantelephant.com,mastodon,4.2.10,7,3,5,14032
emilcar.social,mastodon,4.2.10,7,7,7,615
file-explorers.club,mastodon,4.2.10,7,5,5,2612
finndom.space,mastodon,4.2.10,7,6,7,189
fissionator.com,mastodon,4.2.10,7,1,2,1738
flumph.masto.host,mastodon,4.2.10,7,2,3,11676
freefortnitegift.cards,mastodon,4.2.10,7,1,3,162
furs.town,mastodon,4.2.10,7,5,8,585
gayhorse.club,mastodon,4.2.10,7,1,1,2592
gayweeb.vip,mastodon,4.2.10,7,3,4,439
greenfield.social,mastodon,4.2.10,7,1,1,925
guerrill.art,mastodon,4.2.10,7,4,5,42
handlewalks.masto.host,mastodon,4.2.10,7,4,13,1970
hex.st,mastodon,4.3.0-alpha.2+glitch,7,4,6,2152
ignifi.social,mastodon,4.2.10,7,1,2,1459
inclusion.click,mastodon,4.2.10,7,4,16,33
